type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2020-10-19 14:41:00,43.57569025,3.95703482,3,62.471,,0.000,,14,18,20201019-164100,GPS Logger: 20201019-164100
T,2020-10-19 14:41:01,43.57569068,3.95703183,3,61.417,,0.390,52,14,18,,
T,2020-10-19 14:41:02,43.57569209,3.95703037,3,61.260,,0.000,,14,18,,
T,2020-10-19 14:41:03,43.57569661,3.95702330,3,61.802,,0.000,,14,18,,
T,2020-10-19 14:41:04,43.57569794,3.95701969,3,61.488,,0.000,,14,18,,
T,2020-10-19 14:41:05,43.57569801,3.95701735,3,61.223,,0.000,,14,18,,
T,2020-10-19 14:41:06,43.57569740,3.95701646,3,61.097,,0.000,,14,18,,
T,2020-10-19 14:41:07,43.57569792,3.95701608,3,60.819,,0.000,,14,18,,
T,2020-10-19 14:41:08,43.57569835,3.95701682,3,60.513,,0.000,,14,18,,
T,2020-10-19 14:41:09,43.57569894,3.95701698,3,60.480,,0.000,,14,18,,
T,2020-10-19 14:41:10,43.57569945,3.95701727,3,60.438,,0.000,,14,18,,
T,2020-10-19 14:41:11,43.57569996,3.95701683,3,60.324,,0.000,,14,18,,
T,2020-10-19 14:41:12,43.57570048,3.95701721,3,60.101,,0.000,,14,18,,
T,2020-10-19 14:41:13,43.57570056,3.95701724,3,60.088,,0.000,,14,18,,
T,2020-10-19 14:41:14,43.57570041,3.95701731,3,60.021,,0.000,,14,18,,
T,2020-10-19 14:41:15,43.57570048,3.95701736,3,60.031,,0.000,,14,18,,
T,2020-10-19 14:41:16,43.57570019,3.95701744,3,59.949,,0.000,,14,18,,
T,2020-10-19 14:41:17,43.57570004,3.95701746,3,59.956,,0.000,,14,18,,
T,2020-10-19 14:41:18,43.57569995,3.95701746,3,59.955,,0.000,,14,18,,
T,2020-10-19 14:41:19,43.57569989,3.95701746,3,59.955,,0.000,,14,18,,
T,2020-10-19 14:41:20,43.57569982,3.95701746,3,59.952,,0.000,,14,18,,
T,2020-10-19 14:41:21,43.57569982,3.95701745,3,59.959,,0.000,,14,18,,
T,2020-10-19 14:41:22,43.57569981,3.95701744,3,59.960,,0.000,,14,18,,
T,2020-10-19 14:41:23,43.57569981,3.95701744,3,59.956,,0.000,,14,18,,
T,2020-10-19 14:41:24,43.57569981,3.95701744,3,59.954,,0.000,,14,18,,
T,2020-10-19 14:41:25,43.57569981,3.95701745,3,59.956,,0.000,,14,18,,
T,2020-10-19 14:41:26,43.57569982,3.95701746,3,59.952,,0.000,,14,17,,
T,2020-10-19 14:41:27,43.57569981,3.95701746,3,59.953,,0.000,,14,18,,
T,2020-10-19 14:41:28,43.57569978,3.95701747,3,59.949,,0.000,,14,17,,
T,2020-10-19 14:41:29,43.57570185,3.95701445,3,60.193,,0.000,,14,17,,
T,2020-10-19 14:41:30,43.57570110,3.95701848,3,59.170,,0.000,,14,17,,
T,2020-10-19 14:41:31,43.57570071,3.95701701,3,59.641,,0.000,,14,17,,
T,2020-10-19 14:41:32,43.57570104,3.95702183,3,59.288,,0.000,,14,17,,
T,2020-10-19 14:41:33,43.57569732,3.95702183,3,58.978,,0.000,,14,17,,
T,2020-10-19 14:41:34,43.57569653,3.95702366,3,58.421,,0.000,,14,17,,
T,2020-10-19 14:41:35,43.57569893,3.95702747,3,58.180,,0.000,,14,17,,
T,2020-10-19 14:41:36,43.57569891,3.95703010,3,58.088,,0.000,,14,17,,
T,2020-10-19 14:41:37,43.57570097,3.95703390,3,57.649,,0.000,,14,17,,
T,2020-10-19 14:41:38,43.57570048,3.95703720,3,57.256,,0.000,,13,17,,
T,2020-10-19 14:41:39,43.57569903,3.95703809,3,57.511,,0.000,,13,17,,
T,2020-10-19 14:41:40,43.57569861,3.95703965,3,57.595,,0.000,,13,17,,
T,2020-10-19 14:41:41,43.57569851,3.95703943,3,57.706,,0.000,,13,17,,
T,2020-10-19 14:41:42,43.57569839,3.95703924,3,57.653,,0.000,,14,17,,
T,2020-10-19 14:41:43,43.57569839,3.95703971,3,57.860,,0.000,,14,17,,
T,2020-10-19 14:41:44,43.57569836,3.95703988,3,57.876,,0.000,,14,17,,
T,2020-10-19 14:41:45,43.57569858,3.95703915,3,58.082,,0.000,,14,17,,
T,2020-10-19 14:41:46,43.57569862,3.95703918,3,58.010,,0.000,,14,17,,
T,2020-10-19 14:41:47,43.57569861,3.95703844,3,58.102,,0.000,,14,17,,
T,2020-10-19 14:41:48,43.57569883,3.95703780,3,58.192,,0.000,,14,17,,
T,2020-10-19 14:41:49,43.57569888,3.95703771,3,58.176,,0.000,,14,17,,
T,2020-10-19 14:41:50,43.57569893,3.95703780,3,58.161,,0.000,,14,17,,
T,2020-10-19 14:41:51,43.57569899,3.95703764,3,58.197,,0.000,,14,17,,
T,2020-10-19 14:41:52,43.57569899,3.95703764,3,58.200,,0.000,,14,17,,
T,2020-10-19 14:41:53,43.57569899,3.95703762,3,58.197,,0.000,,14,17,,
T,2020-10-19 14:41:54,43.57569898,3.95703753,3,58.213,,0.000,,14,17,,
T,2020-10-19 14:41:55,43.57569900,3.95703763,3,58.195,,0.000,,14,17,,
T,2020-10-19 14:41:56,43.57569897,3.95703746,3,58.224,,0.000,,14,17,,
T,2020-10-19 14:41:57,43.57569898,3.95703735,3,58.224,,0.000,,14,17,,
T,2020-10-19 14:41:58,43.57569903,3.95703735,3,58.201,,0.000,,14,17,,
T,2020-10-19 14:41:59,43.57569908,3.95703732,3,58.212,,0.000,,14,17,,
T,2020-10-19 14:42:00,43.57569915,3.95703730,3,58.202,,0.000,,14,17,,
T,2020-10-19 14:42:01,43.57569910,3.95703750,3,58.206,,0.000,,14,17,,
T,2020-10-19 14:42:02,43.57569907,3.95703761,3,58.204,,0.000,,14,17,,
T,2020-10-19 14:42:03,43.57569908,3.95703746,3,58.203,,0.000,,14,17,,
T,2020-10-19 14:42:04,43.57569908,3.95703742,10,58.200,,0.000,,14,17,,
T,2020-10-19 14:42:05,43.57569907,3.95703737,10,58.203,,0.000,,14,17,,
T,2020-10-19 14:42:06,43.57569907,3.95703728,10,58.207,,0.000,,14,17,,
T,2020-10-19 14:42:07,43.57569907,3.95703729,10,58.202,,0.000,,14,17,,
T,2020-10-19 14:42:08,43.57569909,3.95703729,10,58.197,,0.000,,14,17,,
T,2020-10-19 14:42:09,43.57569909,3.95703725,10,58.199,,0.000,,14,17,,
