type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-01-23 12:48:50,43.57564435,3.95664987,5,52.390,,0.000,,16,39,,
T,2021-01-23 12:48:51,43.57564434,3.95665049,5,52.373,,0.000,,16,39,,
T,2021-01-23 12:48:52,43.57564444,3.95665081,5,52.372,,0.000,,19,38,,
T,2021-01-23 12:48:53,43.57564454,3.95665099,5,52.354,,0.000,,20,39,,
T,2021-01-23 12:48:54,43.57564452,3.95665139,5,52.332,,0.000,,19,39,,
T,2021-01-23 12:48:55,43.57564452,3.95665161,5,52.331,,0.000,,19,39,,
T,2021-01-23 12:48:56,43.57564417,3.95665152,5,52.341,,0.000,,18,39,,
T,2021-01-23 12:48:57,43.57564402,3.95665150,5,52.345,,0.000,,17,39,,
T,2021-01-23 12:48:58,43.57564393,3.95665155,6,52.348,,0.000,,15,39,,
T,2021-01-23 12:48:59,43.57564384,3.95665163,5,52.342,,0.000,,17,39,,
T,2021-01-23 12:49:00,43.57564380,3.95665172,5,52.342,,0.000,,18,39,,
T,2021-01-23 12:49:01,43.57564377,3.95665178,5,52.342,,0.000,,16,39,,
T,2021-01-23 12:49:02,43.57564377,3.95665182,6,52.340,,0.000,,15,39,,
T,2021-01-23 12:49:03,43.57564370,3.95665196,6,52.341,,0.000,,16,39,,
T,2021-01-23 12:49:04,43.57564365,3.95665201,6,52.348,,0.000,,16,39,,
T,2021-01-23 12:49:05,43.57564343,3.95665193,6,52.367,,0.000,,15,39,,
T,2021-01-23 12:49:06,43.57564332,3.95665190,6,52.367,,0.000,,17,39,,
T,2021-01-23 12:49:07,43.57564329,3.95665192,6,52.367,,0.000,,17,39,,
T,2021-01-23 12:49:08,43.57564329,3.95665192,6,52.378,,0.000,,18,39,,
T,2021-01-23 12:49:09,43.57564330,3.95665200,5,52.382,,0.000,,18,39,,
T,2021-01-23 12:49:10,43.57564333,3.95665203,5,52.386,,0.000,,16,39,,
T,2021-01-23 12:49:11,43.57564338,3.95665192,6,52.411,,0.000,,17,39,,
T,2021-01-23 12:49:12,43.57564339,3.95665183,6,52.408,,0.000,,15,39,,
T,2021-01-23 12:49:13,43.57564336,3.95665187,6,52.390,,0.000,,16,38,,
T,2021-01-23 12:49:14,43.57564337,3.95665197,5,52.391,,0.000,,17,37,,
T,2021-01-23 12:49:15,43.57564324,3.95665186,5,52.382,,0.000,,17,37,,
T,2021-01-23 12:49:16,43.57564331,3.95665149,11,52.449,,0.000,,17,37,,
T,2021-01-23 12:49:17,43.57564320,3.95665101,11,52.437,,0.000,,16,36,,
T,2021-01-23 12:49:18,43.57564316,3.95665074,11,52.432,,0.000,,14,36,,
T,2021-01-23 12:49:19,43.57564313,3.95665060,11,52.426,,0.000,,16,36,,
T,2021-01-23 12:49:20,43.57564312,3.95665056,11,52.421,,0.000,,17,36,,
T,2021-01-23 12:49:21,43.57564313,3.95665051,11,52.418,,0.000,,18,36,,
T,2021-01-23 12:49:22,43.57564316,3.95665052,11,52.419,,0.000,,18,36,,
T,2021-01-23 12:49:23,43.57564333,3.95665075,10,52.376,,0.000,,18,36,,
T,2021-01-23 12:49:24,43.57564343,3.95665085,11,52.378,,0.000,,19,36,,
T,2021-01-23 12:49:25,43.57564349,3.95665091,11,52.381,,0.000,,17,36,,
T,2021-01-23 12:49:26,43.57564352,3.95665095,11,52.382,,0.000,,16,36,,
T,2021-01-23 12:49:27,43.57564354,3.95665097,11,52.385,,0.000,,13,36,,
T,2021-01-23 12:49:28,43.57564356,3.95665100,11,52.383,,0.000,,13,36,,
T,2021-01-23 12:49:29,43.57564358,3.95665111,11,52.377,,0.000,,15,36,,
T,2021-01-23 12:49:30,43.57564365,3.95665105,11,52.371,,0.000,,15,36,,
T,2021-01-23 12:49:31,43.57564365,3.95665111,12,52.377,,0.000,,16,36,,
T,2021-01-23 12:49:32,43.57564362,3.95665130,12,52.383,,0.000,,16,36,,
T,2021-01-23 12:49:33,43.57564353,3.95665153,12,52.391,,0.000,,16,36,,
T,2021-01-23 12:49:34,43.57564345,3.95665192,12,52.400,,0.000,,17,35,,
T,2021-01-23 12:49:35,43.57564339,3.95665215,12,52.404,,0.000,,14,36,,
T,2021-01-23 12:49:36,43.57564347,3.95665171,12,52.385,,0.000,,13,36,,
T,2021-01-23 12:49:37,43.57564353,3.95665151,12,52.343,,0.000,,13,36,,
T,2021-01-23 12:49:38,43.57564357,3.95665139,12,52.341,,0.000,,15,35,,
T,2021-01-23 12:49:39,43.57564363,3.95665109,11,52.333,,0.000,,17,36,,
T,2021-01-23 12:49:40,43.57564354,3.95665092,11,52.360,,0.000,,17,36,,
T,2021-01-23 12:49:41,43.57564348,3.95665083,11,52.361,,0.000,,19,36,,
T,2021-01-23 12:49:42,43.57564348,3.95665072,11,52.360,,0.000,,20,36,,
T,2021-01-23 12:49:43,43.57564349,3.95665071,11,52.325,,0.000,,20,36,,
T,2021-01-23 12:49:44,43.57564348,3.95665077,11,52.356,,0.000,,19,36,,
T,2021-01-23 12:49:45,43.57564350,3.95665080,11,52.314,,0.000,,20,36,,
T,2021-01-23 12:49:46,43.57564352,3.95665084,11,52.312,,0.000,,18,36,,
T,2021-01-23 12:49:47,43.57564351,3.95665078,12,52.424,,0.000,,17,36,,
T,2021-01-23 12:49:48,43.57564352,3.95665085,12,52.300,,0.000,,15,36,,
T,2021-01-23 12:49:49,43.57564351,3.95665092,12,52.293,,0.000,,12,36,,
T,2021-01-23 12:49:50,43.57564350,3.95665096,12,52.290,,0.000,,13,36,,
T,2021-01-23 12:49:51,43.57564352,3.95665106,12,52.229,,0.000,,13,36,,
T,2021-01-23 12:49:52,43.57564352,3.95665114,12,52.225,,0.000,,14,36,,
T,2021-01-23 12:49:53,43.57564352,3.95665128,12,52.162,,0.000,,15,36,,
T,2021-01-23 12:49:54,43.57564351,3.95665137,11,52.161,,0.000,,17,36,,
T,2021-01-23 12:49:55,43.57564351,3.95665150,11,52.114,,0.000,,17,36,,
T,2021-01-23 12:49:56,43.57564351,3.95665159,11,52.113,,0.000,,16,36,,
T,2021-01-23 12:49:57,43.57564350,3.95665159,11,52.132,,0.000,,17,36,,
T,2021-01-23 12:49:58,43.57564350,3.95665159,11,52.134,,0.000,,17,36,,
T,2021-01-23 12:49:59,43.57564350,3.95665158,11,52.139,,0.000,,17,36,,
T,2021-01-23 12:50:00,43.57564350,3.95665158,11,52.137,,0.000,,16,36,,
T,2021-01-23 12:50:01,43.57564350,3.95665157,11,52.140,,0.000,,17,36,,
T,2021-01-23 12:50:02,43.57564351,3.95665157,11,52.137,,0.000,,18,36,,
T,2021-01-23 12:50:03,43.57564350,3.95665156,11,52.140,,0.000,,16,36,,
T,2021-01-23 12:50:04,43.57564349,3.95665155,11,52.139,,0.000,,13,36,,
T,2021-01-23 12:50:05,43.57564347,3.95665159,11,52.135,,0.000,,13,36,,
T,2021-01-23 12:50:06,43.57564346,3.95665163,11,52.135,,0.000,,15,36,,
T,2021-01-23 12:50:07,43.57564341,3.95665164,11,52.143,,0.000,,15,36,,
T,2021-01-23 12:50:08,43.57564338,3.95665165,11,52.146,,0.000,,16,36,,
T,2021-01-23 12:50:09,43.57564336,3.95665166,11,52.143,,0.000,,17,36,,
T,2021-01-23 12:50:10,43.57564335,3.95665167,11,52.145,,0.000,,18,36,,
T,2021-01-23 12:50:11,43.57564335,3.95665167,11,52.149,,0.000,,18,36,,
T,2021-01-23 12:50:12,43.57564335,3.95665167,11,52.147,,0.000,,17,36,,
T,2021-01-23 12:50:13,43.57564336,3.95665166,11,52.147,,0.000,,17,36,,
T,2021-01-23 12:50:14,43.57564336,3.95665166,11,52.147,,0.000,,16,36,,
T,2021-01-23 12:50:15,43.57564336,3.95665168,11,52.147,,0.000,,15,36,,
T,2021-01-23 12:50:16,43.57564336,3.95665168,11,52.146,,0.000,,15,36,,
T,2021-01-23 12:50:17,43.57564336,3.95665167,11,52.148,,0.000,,13,36,,
T,2021-01-23 12:50:18,43.57564336,3.95665165,11,52.149,,0.000,,13,36,,
T,2021-01-23 12:50:19,43.57564336,3.95665165,11,52.148,,0.000,,12,35,,
T,2021-01-23 12:50:20,43.57564337,3.95665165,11,52.145,,0.000,,14,36,,
T,2021-01-23 12:50:21,43.57564336,3.95665166,12,52.144,,0.000,,14,36,,
T,2021-01-23 12:50:22,43.57564337,3.95665169,12,52.141,,0.000,,13,36,,
T,2021-01-23 12:50:23,43.57564337,3.95665173,12,52.138,,0.000,,10,36,,
T,2021-01-23 12:50:24,43.57564337,3.95665175,12,52.137,,0.000,,11,35,,
T,2021-01-23 12:50:25,43.57564337,3.95665177,12,52.135,,0.000,,12,36,,
T,2021-01-23 12:50:26,43.57564337,3.95665179,12,52.134,,0.000,,11,35,,
T,2021-01-23 12:50:27,43.57564336,3.95665186,12,52.131,,0.000,,11,35,,
T,2021-01-23 12:50:28,43.57564336,3.95665190,12,52.130,,0.000,,12,34,,
T,2021-01-23 12:50:29,43.57564336,3.95665193,12,52.126,,0.000,,13,36,,
T,2021-01-23 12:50:30,43.57564336,3.95665196,11,52.122,,0.000,,13,36,,
T,2021-01-23 12:50:31,43.57564336,3.95665198,11,52.121,,0.000,,14,36,,
T,2021-01-23 12:50:32,43.57564337,3.95665200,11,52.116,,0.000,,15,36,,
T,2021-01-23 12:50:33,43.57564339,3.95665201,11,52.110,,0.000,,15,36,,
T,2021-01-23 12:50:34,43.57564340,3.95665202,11,52.113,,0.000,,14,36,,
T,2021-01-23 12:50:35,43.57564340,3.95665203,11,52.112,,0.000,,13,36,,
T,2021-01-23 12:50:36,43.57564340,3.95665203,11,52.115,,0.000,,12,36,,
T,2021-01-23 12:50:37,43.57564340,3.95665204,11,52.114,,0.000,,13,36,,
T,2021-01-23 12:50:38,43.57564342,3.95665206,12,52.109,,0.000,,13,36,,
T,2021-01-23 12:50:39,43.57564344,3.95665208,13,52.105,,0.000,,12,34,,
T,2021-01-23 12:50:40,43.57564344,3.95665210,13,52.107,,0.000,,11,36,,
T,2021-01-23 12:50:41,43.57564344,3.95665212,13,52.109,,0.000,,11,36,,
T,2021-01-23 12:50:42,43.57564345,3.95665214,13,52.107,,0.000,,10,36,,
T,2021-01-23 12:50:43,43.57564347,3.95665215,13,52.102,,0.000,,10,36,,
T,2021-01-23 12:50:44,43.57564348,3.95665217,13,52.098,,0.000,,11,36,,
T,2021-01-23 12:50:45,43.57564349,3.95665220,13,52.098,,0.000,,12,36,,
T,2021-01-23 12:50:46,43.57564349,3.95665223,13,52.098,,0.000,,12,36,,
T,2021-01-23 12:50:47,43.57564349,3.95665225,12,52.097,,0.000,,11,36,,
T,2021-01-23 12:50:48,43.57564349,3.95665226,13,52.097,,0.000,,11,36,,
T,2021-01-23 12:50:49,43.57564348,3.95665229,12,52.098,,0.000,,12,36,,
T,2021-01-23 12:50:50,43.57564346,3.95665237,12,52.103,,0.000,,13,36,,
T,2021-01-23 12:50:51,43.57564345,3.95665244,12,52.105,,0.000,,12,36,,
T,2021-01-23 12:50:52,43.57564344,3.95665247,12,52.105,,0.000,,13,36,,
T,2021-01-23 12:50:53,43.57564343,3.95665250,13,52.106,,0.000,,13,36,,
T,2021-01-23 12:50:54,43.57564343,3.95665251,13,52.105,,0.000,,12,36,,
T,2021-01-23 12:50:55,43.57564343,3.95665255,13,52.102,,0.000,,13,36,,
T,2021-01-23 12:50:56,43.57564344,3.95665257,13,52.098,,0.000,,12,36,,
T,2021-01-23 12:50:57,43.57564344,3.95665262,12,52.097,,0.000,,13,36,,
T,2021-01-23 12:50:58,43.57564345,3.95665269,12,52.092,,0.000,,14,36,,
T,2021-01-23 12:50:59,43.57564695,3.95665889,12,50.567,,0.370,81,14,36,,
T,2021-01-23 12:51:00,43.57565471,3.95666547,12,49.258,,0.000,,15,36,,
T,2021-01-23 12:51:01,43.57565284,3.95666463,12,51.383,,0.000,,15,36,,
T,2021-01-23 12:51:02,43.57564614,3.95666643,12,57.815,,0.000,,14,36,,
T,2021-01-23 12:51:03,43.57563623,3.95666412,12,56.736,,0.000,,14,36,,
T,2021-01-23 12:51:04,43.57562981,3.95666080,11,56.368,,0.000,,15,36,,
T,2021-01-23 12:51:05,43.57562639,3.95666583,11,56.856,,0.000,,15,36,,
T,2021-01-23 12:51:06,43.57562506,3.95667185,11,56.547,,0.000,,15,36,,
T,2021-01-23 12:51:07,43.57562713,3.95667361,11,57.199,,0.000,,14,36,,
T,2021-01-23 12:51:08,43.57563020,3.95667356,11,56.888,,0.000,,13,36,,
T,2021-01-23 12:51:09,43.57563351,3.95667616,11,57.609,,0.000,,13,36,,
T,2021-01-23 12:51:10,43.57563692,3.95667850,11,57.514,,0.000,,13,36,,
T,2021-01-23 12:51:11,43.57563860,3.95668067,11,57.611,,0.000,,15,36,,
T,2021-01-23 12:51:12,43.57563953,3.95668229,11,57.570,,0.000,,15,36,,
T,2021-01-23 12:51:13,43.57563910,3.95668448,11,56.759,,0.000,,14,36,,
T,2021-01-23 12:51:14,43.57563741,3.95668628,11,56.351,,0.000,,16,36,,
T,2021-01-23 12:51:15,43.57563572,3.95668762,11,55.753,,0.000,,17,36,,
T,2021-01-23 12:51:16,43.57563374,3.95668877,11,55.185,,0.000,,17,36,,
T,2021-01-23 12:51:17,43.57563266,3.95669383,10,55.598,,0.000,,18,36,,
T,2021-01-23 12:51:18,43.57563216,3.95669070,10,54.744,,0.000,,19,36,,
T,2021-01-23 12:51:19,43.57563150,3.95668918,10,54.380,,0.000,,20,36,,
T,2021-01-23 12:51:20,43.57563148,3.95669434,10,55.037,,0.000,,20,36,,
T,2021-01-23 12:51:21,43.57563124,3.95669943,10,55.286,,0.000,,20,36,,
T,2021-01-23 12:51:22,43.57563097,3.95670161,10,55.242,,0.000,,19,36,,
T,2021-01-23 12:51:23,43.57563085,3.95670304,10,55.304,,0.000,,18,36,,
T,2021-01-23 12:51:24,43.57563077,3.95670409,10,55.359,,0.000,,19,36,,
T,2021-01-23 12:51:25,43.57563083,3.95670489,10,55.395,,0.000,,19,36,,
T,2021-01-23 12:51:26,43.57563085,3.95670535,10,55.415,,0.000,,15,36,,
T,2021-01-23 12:51:27,43.57563082,3.95670620,10,55.387,,0.000,,14,36,,
T,2021-01-23 12:51:28,43.57563082,3.95670677,10,55.400,,0.000,,16,36,,
T,2021-01-23 12:51:29,43.57563087,3.95670726,10,55.441,,0.000,,16,36,,
T,2021-01-23 12:51:30,43.57563093,3.95670744,10,55.462,,0.000,,13,36,,
T,2021-01-23 12:51:31,43.57563092,3.95670755,10,55.455,,0.000,,13,36,,
T,2021-01-23 12:51:32,43.57563079,3.95670761,10,55.384,,0.000,,14,36,,
T,2021-01-23 12:51:33,43.57563074,3.95670763,10,55.388,,0.000,,15,36,,
T,2021-01-23 12:51:34,43.57563072,3.95670765,10,55.405,,0.000,,15,36,,
T,2021-01-23 12:51:35,43.57563069,3.95670762,10,55.402,,0.000,,15,36,,
T,2021-01-23 12:51:36,43.57563051,3.95670745,10,55.314,,0.000,,14,36,,
T,2021-01-23 12:51:37,43.57563044,3.95670744,10,55.345,,0.000,,14,36,,
T,2021-01-23 12:51:38,43.57563015,3.95670767,10,55.234,,0.000,,14,36,,
T,2021-01-23 12:51:39,43.57562999,3.95670790,10,55.247,,0.000,,14,36,,
T,2021-01-23 12:51:40,43.57562991,3.95670810,10,55.266,,0.000,,13,36,,
T,2021-01-23 12:51:41,43.57562984,3.95670827,10,55.276,,0.000,,13,36,,
T,2021-01-23 12:51:42,43.57562979,3.95670851,10,55.294,,0.000,,13,35,,
T,2021-01-23 12:51:43,43.57562954,3.95670877,10,55.191,,0.000,,12,36,,
T,2021-01-23 12:51:44,43.57562944,3.95670896,10,55.206,,0.000,,12,36,,
T,2021-01-23 12:51:45,43.57562944,3.95670905,10,55.243,,0.000,,12,36,,
T,2021-01-23 12:51:46,43.57562953,3.95670904,10,55.288,,0.000,,13,36,,
T,2021-01-23 12:51:47,43.57562963,3.95670894,10,55.317,,0.000,,13,36,,
T,2021-01-23 12:51:48,43.57562976,3.95670886,10,55.360,,0.000,,13,36,,
T,2021-01-23 12:51:49,43.57562986,3.95670869,10,55.380,,0.000,,14,36,,
T,2021-01-23 12:51:50,43.57562995,3.95670856,10,55.403,,0.000,,11,36,,
T,2021-01-23 12:51:51,43.57563007,3.95670846,10,55.431,,0.000,,11,36,,
T,2021-01-23 12:51:52,43.57563019,3.95670841,10,55.466,,0.000,,10,36,,
T,2021-01-23 12:51:53,43.57563030,3.95670843,10,55.502,,0.000,,11,36,,
T,2021-01-23 12:51:54,43.57563053,3.95671033,10,55.768,,0.000,,12,36,,
T,2021-01-23 12:51:55,43.57563072,3.95671122,10,55.810,,0.000,,12,36,,
T,2021-01-23 12:51:56,43.57563090,3.95671172,10,55.854,,0.000,,12,36,,
T,2021-01-23 12:51:57,43.57563115,3.95671425,10,56.149,,0.000,,12,36,,
T,2021-01-23 12:51:58,43.57563133,3.95671328,10,55.958,,0.000,,14,36,,
T,2021-01-23 12:51:59,43.57563136,3.95671162,10,55.823,,0.000,,15,36,,
T,2021-01-23 12:52:00,43.57563141,3.95671081,10,55.839,,0.000,,15,36,,
T,2021-01-23 12:52:01,43.57563151,3.95671067,10,55.890,,0.000,,15,36,,
T,2021-01-23 12:52:02,43.57563159,3.95671055,10,55.911,,0.000,,15,36,,
T,2021-01-23 12:52:03,43.57563159,3.95671053,10,55.905,,0.000,,15,36,,
T,2021-01-23 12:52:04,43.57563159,3.95671046,10,55.921,,0.000,,15,36,,
T,2021-01-23 12:52:05,43.57563164,3.95671038,10,55.939,,0.000,,14,36,,
T,2021-01-23 12:52:06,43.57563172,3.95671030,10,55.965,,0.000,,13,36,,
T,2021-01-23 12:52:07,43.57563182,3.95671028,10,55.991,,0.000,,13,35,,
T,2021-01-23 12:52:08,43.57563192,3.95671028,10,56.015,,0.000,,12,36,,
T,2021-01-23 12:52:09,43.57563200,3.95671027,10,56.034,,0.000,,12,36,,
T,2021-01-23 12:52:10,43.57563208,3.95671025,10,56.060,,0.000,,10,36,,
T,2021-01-23 12:52:11,43.57563217,3.95671024,10,56.086,,0.000,,8,36,,
T,2021-01-23 12:52:12,43.57563226,3.95671025,10,56.120,,0.000,,8,36,,
T,2021-01-23 12:52:13,43.57563239,3.95671030,10,56.161,,0.000,,8,36,,
T,2021-01-23 12:52:14,43.57563250,3.95671033,11,56.187,,0.000,,8,36,,
T,2021-01-23 12:52:15,43.57563260,3.95671038,11,56.214,,0.000,,8,36,,
T,2021-01-23 12:52:16,43.57563248,3.95671196,11,56.209,,0.000,,7,36,,
T,2021-01-23 12:52:17,43.57563220,3.95671317,10,56.083,,0.000,,10,36,,
T,2021-01-23 12:52:18,43.57563209,3.95671357,10,56.084,,0.000,,14,36,,
T,2021-01-23 12:52:19,43.57563205,3.95671454,10,56.168,,0.000,,16,36,,
T,2021-01-23 12:52:20,43.57563162,3.95671601,10,56.035,,0.000,,16,36,,
T,2021-01-23 12:52:21,43.57562979,3.95671828,10,55.118,,0.000,,18,36,,
T,2021-01-23 12:52:22,43.57562822,3.95672158,6,55.031,,0.000,,21,36,,
T,2021-01-23 12:52:23,43.57562619,3.95672910,6,54.884,,0.000,,22,36,,
T,2021-01-23 12:52:24,43.57562379,3.95673611,7,54.060,,0.000,,23,36,,
T,2021-01-23 12:52:25,43.57562150,3.95674238,7,53.335,,0.000,,23,36,,
T,2021-01-23 12:52:26,43.57562033,3.95674577,7,53.272,,0.000,,23,36,,
T,2021-01-23 12:52:27,43.57561973,3.95674777,7,53.231,,0.000,,23,36,,
T,2021-01-23 12:52:28,43.57561889,3.95675165,7,52.899,,0.000,,22,36,,
T,2021-01-23 12:52:29,43.57561842,3.95675402,7,52.850,,0.000,,22,36,,
T,2021-01-23 12:52:30,43.57561804,3.95675553,7,52.779,,0.000,,20,36,,
T,2021-01-23 12:52:31,43.57561771,3.95675667,7,52.704,,0.000,,20,36,,
T,2021-01-23 12:52:32,43.57561741,3.95675767,7,52.636,,0.000,,22,36,,
T,2021-01-23 12:52:33,43.57561716,3.95675851,7,52.594,,0.000,,22,36,,
T,2021-01-23 12:52:34,43.57561700,3.95675914,7,52.562,,0.000,,22,36,,
T,2021-01-23 12:52:35,43.57561730,3.95676067,6,52.780,,0.000,,19,36,,
T,2021-01-23 12:52:36,43.57561755,3.95676174,6,52.783,,0.000,,21,36,,
T,2021-01-23 12:52:37,43.57561778,3.95676265,6,52.826,,0.000,,21,36,,
T,2021-01-23 12:52:38,43.57561771,3.95676360,6,52.890,,0.000,,20,36,,
T,2021-01-23 12:52:39,43.57561757,3.95676421,6,52.916,,0.000,,22,36,,
T,2021-01-23 12:52:40,43.57561745,3.95676463,6,52.942,,0.000,,22,36,,
T,2021-01-23 12:52:41,43.57561736,3.95676491,6,52.934,,0.000,,22,36,,
T,2021-01-23 12:52:42,43.57561732,3.95676507,6,52.941,,0.000,,19,36,,
T,2021-01-23 12:52:43,43.57561734,3.95676517,5,52.951,,0.000,,20,36,,
T,2021-01-23 12:52:44,43.57561738,3.95676520,5,52.956,,0.000,,20,36,,
T,2021-01-23 12:52:45,43.57561747,3.95676522,5,52.973,,0.000,,19,36,,
T,2021-01-23 12:52:46,43.57561756,3.95676516,5,52.962,,0.000,,20,36,,
T,2021-01-23 12:52:47,43.57561768,3.95676514,5,52.986,,0.000,,18,36,,
T,2021-01-23 12:52:48,43.57561685,3.95676312,5,52.426,,0.000,,19,36,,
T,2021-01-23 12:52:49,43.57561646,3.95676207,5,52.427,,0.000,,23,36,,
T,2021-01-23 12:52:50,43.57561620,3.95676156,5,52.407,,0.000,,22,36,,
T,2021-01-23 12:52:51,43.57561605,3.95676121,5,52.376,,0.000,,22,36,,
T,2021-01-23 12:52:52,43.57561589,3.95676099,5,52.323,,0.000,,23,36,,
T,2021-01-23 12:52:53,43.57561578,3.95676085,5,52.303,,0.000,,23,36,,
T,2021-01-23 12:52:54,43.57561569,3.95676076,5,52.265,,0.000,,22,36,,
T,2021-01-23 12:52:55,43.57561559,3.95676077,5,52.242,,0.000,,16,36,,
T,2021-01-23 12:52:56,43.57561554,3.95676074,5,52.222,,0.000,,16,35,,
T,2021-01-23 12:52:57,43.57561545,3.95676067,6,52.197,,0.000,,15,36,,
T,2021-01-23 12:52:58,43.57561532,3.95676056,6,52.164,,0.000,,13,36,,
T,2021-01-23 12:52:59,43.57561522,3.95676041,6,52.141,,0.000,,13,36,,
T,2021-01-23 12:53:00,43.57561511,3.95676028,6,52.115,,0.000,,15,36,,
T,2021-01-23 12:53:01,43.57561496,3.95676009,5,52.083,,0.000,,15,36,,
T,2021-01-23 12:53:02,43.57561483,3.95675992,5,52.059,,0.000,,16,36,,
T,2021-01-23 12:53:03,43.57561464,3.95676050,5,52.008,,0.000,,16,36,,
T,2021-01-23 12:53:04,43.57561450,3.95676076,5,51.987,,0.000,,17,36,,
T,2021-01-23 12:53:05,43.57561440,3.95676089,5,51.981,,0.000,,17,36,,
T,2021-01-23 12:53:06,43.57561427,3.95676087,5,51.958,,0.000,,16,36,,
T,2021-01-23 12:53:07,43.57561405,3.95676148,5,51.885,,0.000,,16,36,,
T,2021-01-23 12:53:08,43.57561390,3.95676175,5,51.873,,0.000,,16,36,,
T,2021-01-23 12:53:09,43.57561384,3.95676192,5,51.875,,0.000,,16,36,,
T,2021-01-23 12:53:10,43.57561383,3.95676202,5,51.878,,0.000,,17,36,,
T,2021-01-23 12:53:11,43.57561380,3.95676207,5,51.868,,0.000,,17,35,,
T,2021-01-23 12:53:12,43.57561375,3.95676206,5,51.855,,0.000,,18,34,,
T,2021-01-23 12:53:13,43.57561369,3.95676205,5,51.854,,0.000,,18,36,,
T,2021-01-23 12:53:14,43.57561363,3.95676204,6,51.846,,0.000,,18,36,,
T,2021-01-23 12:53:15,43.57561379,3.95676053,6,51.724,,0.000,,17,36,,
T,2021-01-23 12:53:16,43.57561384,3.95675974,7,51.722,,0.000,,17,36,,
T,2021-01-23 12:53:17,43.57561387,3.95675937,8,51.732,,0.000,,16,36,,
T,2021-01-23 12:53:18,43.57561385,3.95675917,9,51.732,,0.000,,14,36,,
