type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-02-08 13:09:20,43.57566756,3.95692720,4,55.278,,0.210,204,26,38,,
T,2021-02-08 13:09:21,43.57566571,3.95692656,4,55.201,,0.000,,26,38,,
T,2021-02-08 13:09:22,43.57566612,3.95692597,4,54.943,,0.000,,26,38,,
T,2021-02-08 13:09:23,43.57566548,3.95692089,4,55.359,,0.250,204,26,38,,
T,2021-02-08 13:09:24,43.57566304,3.95692118,4,55.659,,0.340,127,23,28,,
T,2021-02-08 13:09:25,43.57566423,3.95692009,4,55.712,,0.000,,25,37,,
T,2021-02-08 13:09:26,43.57566507,3.95692006,4,55.475,,0.000,,25,37,,
T,2021-02-08 13:09:27,43.57566599,3.95691988,4,55.424,,0.000,,26,37,,
T,2021-02-08 13:09:28,43.57566702,3.95691827,4,55.331,,0.000,,26,37,,
T,2021-02-08 13:09:29,43.57566809,3.95691694,4,55.315,,0.000,,26,37,,
T,2021-02-08 13:09:30,43.57566781,3.95691661,4,55.353,,0.000,,25,37,,
T,2021-02-08 13:09:31,43.57566666,3.95691619,4,55.228,,0.000,,26,37,,
T,2021-02-08 13:09:32,43.57566671,3.95691480,4,55.204,,0.000,,24,37,,
T,2021-02-08 13:09:33,43.57566645,3.95691393,4,54.978,,0.000,,24,37,,
T,2021-02-08 13:09:34,43.57566423,3.95691367,4,54.928,,0.000,,24,37,,
T,2021-02-08 13:09:35,43.57566360,3.95691320,4,54.831,,0.000,,24,37,,
T,2021-02-08 13:09:36,43.57566308,3.95691318,4,54.773,,0.000,,24,37,,
T,2021-02-08 13:09:37,43.57566286,3.95691310,4,54.740,,0.000,,24,37,,
T,2021-02-08 13:09:38,43.57566280,3.95691313,4,54.747,,0.000,,24,37,,
T,2021-02-08 13:09:39,43.57566257,3.95691315,4,54.731,,0.000,,24,37,,
T,2021-02-08 13:09:40,43.57566255,3.95691309,4,54.764,,0.000,,24,37,,
T,2021-02-08 13:09:41,43.57566264,3.95691311,4,54.783,,0.000,,24,37,,
T,2021-02-08 13:09:42,43.57566273,3.95691316,4,54.794,,0.000,,24,37,,
T,2021-02-08 13:09:43,43.57566277,3.95691326,4,54.798,,0.000,,25,37,,
T,2021-02-08 13:09:44,43.57566288,3.95691332,4,54.813,,0.000,,24,37,,
T,2021-02-08 13:09:45,43.57566286,3.95691346,4,54.794,,0.000,,25,37,,
T,2021-02-08 13:09:46,43.57566283,3.95691355,4,54.785,,0.000,,25,37,,
T,2021-02-08 13:09:47,43.57566278,3.95691363,4,54.779,,0.000,,26,37,,
T,2021-02-08 13:09:48,43.57566274,3.95691368,4,54.777,,0.000,,25,37,,
T,2021-02-08 13:09:49,43.57566271,3.95691371,4,54.777,,0.000,,24,37,,
T,2021-02-08 13:09:50,43.57566269,3.95691376,4,54.775,,0.000,,23,37,,
T,2021-02-08 13:09:51,43.57566268,3.95691379,4,54.775,,0.000,,22,36,,
T,2021-02-08 13:09:52,43.57566267,3.95691382,4,54.772,,0.000,,22,37,,
T,2021-02-08 13:09:53,43.57566266,3.95691384,4,54.770,,0.000,,22,37,,
T,2021-02-08 13:09:54,43.57566264,3.95691387,4,54.766,,0.000,,21,37,,
T,2021-02-08 13:09:55,43.57566262,3.95691390,4,54.765,,0.000,,22,37,,
T,2021-02-08 13:09:56,43.57566262,3.95691392,4,54.764,,0.000,,22,37,,
T,2021-02-08 13:09:57,43.57566263,3.95691393,4,54.766,,0.000,,22,37,,
T,2021-02-08 13:09:58,43.57566262,3.95691395,4,54.764,,0.000,,22,37,,
T,2021-02-08 13:09:59,43.57566259,3.95691398,4,54.763,,0.000,,22,37,,
T,2021-02-08 13:10:00,43.57566257,3.95691400,4,54.763,,0.000,,22,37,,
T,2021-02-08 13:10:01,43.57566255,3.95691401,4,54.765,,0.000,,23,36,,
T,2021-02-08 13:10:02,43.57566254,3.95691403,4,54.765,,0.000,,23,37,,
T,2021-02-08 13:10:03,43.57566254,3.95691404,4,54.766,,0.000,,23,37,,
T,2021-02-08 13:10:04,43.57566254,3.95691407,4,54.764,,0.000,,22,37,,
T,2021-02-08 13:10:05,43.57566255,3.95691408,4,54.764,,0.000,,22,37,,
T,2021-02-08 13:10:06,43.57566256,3.95691408,4,54.765,,0.000,,22,37,,
T,2021-02-08 13:10:07,43.57566256,3.95691409,4,54.765,,0.000,,22,37,,
T,2021-02-08 13:10:08,43.57566255,3.95691410,4,54.766,,0.000,,22,37,,
T,2021-02-08 13:10:09,43.57566255,3.95691410,4,54.767,,0.000,,22,37,,
T,2021-02-08 13:10:10,43.57566254,3.95691410,4,54.768,,0.000,,22,37,,
T,2021-02-08 13:10:11,43.57566254,3.95691410,4,54.770,,0.000,,22,37,,
T,2021-02-08 13:10:12,43.57566252,3.95691410,4,54.768,,0.000,,22,37,,
T,2021-02-08 13:10:13,43.57566250,3.95691411,4,54.768,,0.000,,21,37,,
T,2021-02-08 13:10:14,43.57566246,3.95691412,4,54.768,,0.000,,20,37,,
T,2021-02-08 13:10:15,43.57566244,3.95691413,4,54.769,,0.000,,20,37,,
T,2021-02-08 13:10:16,43.57566243,3.95691412,4,54.769,,0.000,,20,37,,
T,2021-02-08 13:10:17,43.57566242,3.95691413,4,54.769,,0.000,,20,37,,
T,2021-02-08 13:10:18,43.57566240,3.95691413,4,54.771,,0.000,,20,37,,
T,2021-02-08 13:10:19,43.57566242,3.95691411,4,54.773,,0.000,,20,37,,
T,2021-02-08 13:10:20,43.57566178,3.95691286,4,54.935,,0.000,,20,37,,
T,2021-02-08 13:10:21,43.57566154,3.95691062,4,55.300,,0.000,,20,37,,
T,2021-02-08 13:10:22,43.57565983,3.95690879,4,55.217,,0.190,201,22,37,,
T,2021-02-08 13:10:23,43.57565982,3.95690729,4,55.498,,0.000,,23,37,,
T,2021-02-08 13:10:24,43.57566059,3.95690843,4,55.458,,0.000,,23,37,,
T,2021-02-08 13:10:25,43.57566154,3.95690924,4,55.438,,0.000,,25,37,,
T,2021-02-08 13:10:26,43.57566276,3.95690941,4,55.577,,0.000,,25,37,,
T,2021-02-08 13:10:27,43.57566449,3.95690826,4,55.907,,0.000,,25,37,,
T,2021-02-08 13:10:28,43.57566567,3.95690824,4,55.900,,0.000,,25,37,,
T,2021-02-08 13:10:29,43.57566585,3.95690760,4,55.833,,0.000,,25,37,,
T,2021-02-08 13:10:30,43.57566617,3.95690616,4,56.074,,0.000,,26,37,,
T,2021-02-08 13:10:31,43.57566659,3.95690523,4,56.032,,0.000,,26,37,,
T,2021-02-08 13:10:32,43.57566820,3.95689988,4,55.580,,0.550,290,26,37,,
T,2021-02-08 13:10:33,43.57567144,3.95689417,4,56.211,,0.490,290,26,37,,
T,2021-02-08 13:10:34,43.57567467,3.95688903,4,56.493,,0.480,290,26,37,,
T,2021-02-08 13:10:35,43.57568403,3.95688729,4,56.044,,1.500,357,26,37,,
T,2021-02-08 13:10:36,43.57569345,3.95689340,4,55.446,,0.930,291,25,37,,
T,2021-02-08 13:10:37,43.57569477,3.95690791,4,55.771,,1.350,291,27,37,,
T,2021-02-08 13:10:38,43.57569294,3.95691798,4,55.583,,0.440,291,27,37,,
T,2021-02-08 13:10:39,43.57568687,3.95691812,4,55.660,,0.720,291,27,37,,
T,2021-02-08 13:10:40,43.57568112,3.95691245,4,55.608,,0.000,,27,37,,
T,2021-02-08 13:10:41,43.57567985,3.95690753,4,55.616,,0.260,291,27,37,,
T,2021-02-08 13:10:42,43.57567905,3.95690134,4,55.832,,0.000,,28,37,,
T,2021-02-08 13:10:43,43.57567712,3.95689918,4,55.704,,0.270,291,28,37,,
T,2021-02-08 13:10:44,43.57567543,3.95689770,4,55.247,,0.000,,28,37,,
T,2021-02-08 13:10:45,43.57567403,3.95689813,4,55.221,,0.000,,24,28,,
T,2021-02-08 13:10:46,43.57567400,3.95689903,4,55.243,,0.000,,28,37,,
T,2021-02-08 13:10:47,43.57567479,3.95690055,4,55.989,,0.000,,23,27,,
T,2021-02-08 13:10:48,43.57567497,3.95690057,4,56.216,,0.000,,21,23,,
T,2021-02-08 13:10:49,43.57567455,3.95690085,4,56.052,,0.000,,20,24,,
T,2021-02-08 13:10:50,43.57567605,3.95688995,4,55.835,,0.800,291,22,26,,
T,2021-02-08 13:10:51,43.57567724,3.95688168,4,56.180,,0.000,,21,25,,
T,2021-02-08 13:10:52,43.57568059,3.95689076,4,56.595,,1.670,291,22,25,,
T,2021-02-08 13:10:53,43.57567929,3.95690187,4,56.187,,0.000,,21,25,,
T,2021-02-08 13:10:54,43.57567853,3.95690038,4,56.201,,0.000,,20,23,,
T,2021-02-08 13:10:55,43.57567894,3.95690125,4,56.842,,0.400,290,23,27,,
T,2021-02-08 13:10:56,43.57567905,3.95691006,4,57.509,,0.820,72,19,23,,
T,2021-02-08 13:10:57,43.57567928,3.95691338,4,58.345,,0.000,,24,28,,
T,2021-02-08 13:10:58,43.57568052,3.95691209,4,58.796,,0.000,,22,26,,
T,2021-02-08 13:10:59,43.57568104,3.95690980,4,58.091,,0.000,,20,24,,
T,2021-02-08 13:11:00,43.57568267,3.95690630,4,58.458,,0.000,,22,25,,
T,2021-02-08 13:11:01,43.57568470,3.95690248,4,58.667,,0.000,,17,21,,
T,2021-02-08 13:11:02,43.57568465,3.95690017,4,58.741,,0.000,,23,26,,
T,2021-02-08 13:11:03,43.57568501,3.95689914,4,58.905,,0.470,78,22,25,,
T,2021-02-08 13:11:04,43.57568906,3.95690333,4,58.940,,0.630,35,22,26,,
T,2021-02-08 13:11:05,43.57569400,3.95690814,4,58.973,,0.630,36,22,27,,
T,2021-02-08 13:11:06,43.57569839,3.95691376,4,59.027,,0.630,36,20,25,,
T,2021-02-08 13:11:07,43.57569716,3.95692239,4,58.783,,0.800,159,18,23,,
T,2021-02-08 13:11:08,43.57569145,3.95692662,4,58.629,,0.000,,23,27,,
T,2021-02-08 13:11:09,43.57568931,3.95692634,4,58.719,,0.000,,20,24,,
T,2021-02-08 13:11:10,43.57568931,3.95692516,4,58.176,,0.000,,22,26,,
T,2021-02-08 13:11:11,43.57568720,3.95693254,4,57.424,,0.590,161,22,26,,
T,2021-02-08 13:11:12,43.57568994,3.95694263,4,57.288,,0.000,,22,25,,
T,2021-02-08 13:11:13,43.57569208,3.95694890,4,57.208,,0.000,,21,27,,
T,2021-02-08 13:11:14,43.57569328,3.95695302,4,57.025,,0.000,,17,22,,
T,2021-02-08 13:11:15,43.57568355,3.95695682,4,57.434,,1.800,165,14,19,,
T,2021-02-08 13:11:16,43.57567043,3.95695858,4,57.412,,1.060,162,22,28,,
T,2021-02-08 13:11:17,43.57565985,3.95695365,4,57.146,,1.340,215,18,23,,
T,2021-02-08 13:11:18,43.57564820,3.95694816,4,57.229,,0.000,,21,26,,
T,2021-02-08 13:11:19,43.57564407,3.95694806,4,57.253,,0.000,,21,25,,
T,2021-02-08 13:11:20,43.57564184,3.95694668,4,56.651,,0.000,,16,20,,
T,2021-02-08 13:11:21,43.57563754,3.95694764,4,56.574,,1.350,198,20,25,,
T,2021-02-08 13:11:22,43.57563454,3.95695097,4,57.108,,0.500,215,21,25,,
T,2021-02-08 13:11:23,43.57564008,3.95695629,4,57.210,,0.780,346,20,25,,
T,2021-02-08 13:11:24,43.57564790,3.95696021,4,56.707,,0.810,348,22,26,,
T,2021-02-08 13:11:25,43.57565691,3.95695705,4,56.417,,0.000,,19,21,,
T,2021-02-08 13:11:26,43.57566042,3.95695785,4,56.024,,0.370,346,22,26,,
T,2021-02-08 13:11:27,43.57566327,3.95695866,4,56.862,,0.000,,18,22,,
T,2021-02-08 13:11:28,43.57566424,3.95696141,4,56.680,,0.290,346,21,24,,
T,2021-02-08 13:11:29,43.57566314,3.95696354,4,57.198,,0.300,346,20,24,,
T,2021-02-08 13:11:30,43.57566365,3.95696310,4,57.135,,0.000,,22,26,,
T,2021-02-08 13:11:31,43.57565353,3.95696233,4,57.260,,2.190,181,20,25,,
T,2021-02-08 13:11:32,43.57563299,3.95696753,4,57.365,,2.410,169,17,24,,
T,2021-02-08 13:11:33,43.57561627,3.95697372,4,58.114,,1.530,163,19,25,,
T,2021-02-08 13:11:34,43.57560605,3.95697871,4,59.345,,1.240,200,19,24,,
T,2021-02-08 13:11:35,43.57560538,3.95698109,4,59.316,,0.000,,20,24,,
T,2021-02-08 13:11:36,43.57560723,3.95698043,4,59.125,,0.000,,20,24,,
T,2021-02-08 13:11:37,43.57560882,3.95697964,4,59.142,,0.000,,19,24,,
T,2021-02-08 13:11:38,43.57560755,3.95698045,4,59.420,,0.000,,19,24,,
T,2021-02-08 13:11:39,43.57560737,3.95698053,4,59.194,,0.000,,22,26,,
T,2021-02-08 13:11:40,43.57560652,3.95697967,4,59.035,,0.000,,21,26,,
T,2021-02-08 13:11:41,43.57560650,3.95698189,4,58.624,,0.000,,20,26,,
T,2021-02-08 13:11:42,43.57560531,3.95697966,4,58.082,,0.280,198,20,27,,
T,2021-02-08 13:11:43,43.57560616,3.95696991,4,57.499,,1.320,322,20,27,,
