type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-01-03 11:18:40,43.57581382,3.95708924,4,61.227,,0.000,,15,27,,
T,2021-01-03 11:18:41,43.57581382,3.95708924,4,61.227,,0.000,,17,29,,
T,2021-01-03 11:18:42,43.57581383,3.95708927,4,61.215,,0.000,,18,27,,
T,2021-01-03 11:18:43,43.57581378,3.95708927,4,61.227,,0.000,,19,26,,
T,2021-01-03 11:18:44,43.57581378,3.95708933,4,61.230,,0.000,,20,29,,
T,2021-01-03 11:18:45,43.57581373,3.95708930,4,61.239,,0.000,,19,27,,
T,2021-01-03 11:18:46,43.57581367,3.95708927,4,61.246,,0.000,,19,29,,
T,2021-01-03 11:18:47,43.57581370,3.95708925,4,61.243,,0.000,,17,26,,
T,2021-01-03 11:18:48,43.57581368,3.95708924,4,61.238,,0.000,,19,28,,
T,2021-01-03 11:18:49,43.57581366,3.95708926,4,61.241,,0.000,,19,29,,
T,2021-01-03 11:18:50,43.57581367,3.95708927,4,61.237,,0.000,,19,29,,
T,2021-01-03 11:18:51,43.57581370,3.95708925,4,61.242,,0.000,,17,25,,
T,2021-01-03 11:18:52,43.57581372,3.95708929,4,61.239,,0.000,,19,28,,
T,2021-01-03 11:18:53,43.57581372,3.95708932,4,61.232,,0.000,,17,26,,
T,2021-01-03 11:18:54,43.57581369,3.95708935,4,61.231,,0.000,,18,27,,
T,2021-01-03 11:18:55,43.57581365,3.95708938,4,61.223,,0.000,,20,29,,
T,2021-01-03 11:18:56,43.57581362,3.95708939,4,61.221,,0.000,,17,26,,
T,2021-01-03 11:18:57,43.57581360,3.95708943,4,61.213,,0.000,,20,29,,
T,2021-01-03 11:18:58,43.57581355,3.95708944,4,61.215,,0.000,,20,29,,
T,2021-01-03 11:18:59,43.57581354,3.95708946,4,61.218,,0.000,,17,26,,
T,2021-01-03 11:19:00,43.57581356,3.95708944,4,61.211,,0.000,,20,29,,
T,2021-01-03 11:19:01,43.57581353,3.95708944,4,61.207,,0.000,,18,27,,
T,2021-01-03 11:19:02,43.57581352,3.95708944,4,61.201,,0.000,,19,28,,
T,2021-01-03 11:19:03,43.57581354,3.95708943,4,61.200,,0.000,,19,29,,
T,2021-01-03 11:19:04,43.57581350,3.95708942,4,61.194,,0.000,,18,28,,
T,2021-01-03 11:19:05,43.57581345,3.95708940,4,61.194,,0.000,,16,27,,
T,2021-01-03 11:19:06,43.57581344,3.95708938,4,61.192,,0.000,,18,29,,
T,2021-01-03 11:19:07,43.57581341,3.95708939,4,61.187,,0.000,,17,28,,
T,2021-01-03 11:19:08,43.57581344,3.95708938,4,61.181,,0.000,,16,28,,
T,2021-01-03 11:19:09,43.57581342,3.95708937,4,61.178,,0.000,,17,29,,
T,2021-01-03 11:19:10,43.57581338,3.95708938,4,61.176,,0.000,,16,27,,
T,2021-01-03 11:19:11,43.57581338,3.95708939,4,61.166,,0.000,,16,27,,
T,2021-01-03 11:19:12,43.57581337,3.95708939,4,61.160,,0.000,,18,29,,
T,2021-01-03 11:19:13,43.57581334,3.95708934,4,61.161,,0.000,,17,28,,
T,2021-01-03 11:19:14,43.57581332,3.95708933,4,61.155,,0.000,,18,29,,
T,2021-01-03 11:19:15,43.57581330,3.95708930,4,61.154,,0.000,,17,28,,
T,2021-01-03 11:19:16,43.57581327,3.95708931,4,61.148,,0.000,,18,29,,
T,2021-01-03 11:19:17,43.57581323,3.95708930,4,61.146,,0.000,,18,29,,
T,2021-01-03 11:19:18,43.57581316,3.95708931,4,61.146,,0.000,,17,28,,
T,2021-01-03 11:19:19,43.57581316,3.95708934,4,61.140,,0.000,,17,28,,
T,2021-01-03 11:19:20,43.57581315,3.95708935,4,61.137,,0.000,,18,29,,
T,2021-01-03 11:19:21,43.57581314,3.95708935,4,61.135,,0.000,,18,29,,
T,2021-01-03 11:19:22,43.57581311,3.95708937,4,61.130,,0.000,,17,28,,
T,2021-01-03 11:19:23,43.57581310,3.95708938,4,61.125,,0.000,,15,26,,
T,2021-01-03 11:19:24,43.57581310,3.95708939,4,61.121,,0.000,,18,29,,
T,2021-01-03 11:19:25,43.57581309,3.95708940,4,61.119,,0.000,,18,28,,
T,2021-01-03 11:19:26,43.57581310,3.95708943,4,61.115,,0.000,,19,29,,
T,2021-01-03 11:19:27,43.57581312,3.95708946,4,61.112,,0.000,,18,27,,
T,2021-01-03 11:19:28,43.57581310,3.95708941,4,61.112,,0.000,,19,28,,
T,2021-01-03 11:19:29,43.57581310,3.95708941,4,61.108,,0.000,,18,28,,
T,2021-01-03 11:19:30,43.57581314,3.95708937,4,61.113,,0.000,,18,28,,
T,2021-01-03 11:19:31,43.57581314,3.95708941,4,61.108,,0.000,,18,28,,
T,2021-01-03 11:19:32,43.57581313,3.95708940,4,61.100,,0.000,,19,29,,
T,2021-01-03 11:19:33,43.57581310,3.95708936,4,61.102,,0.000,,17,28,,
T,2021-01-03 11:19:34,43.57581308,3.95708937,4,61.100,,0.000,,17,28,,
T,2021-01-03 11:19:35,43.57581309,3.95708940,4,61.099,,0.000,,19,29,,
T,2021-01-03 11:19:36,43.57581311,3.95708940,4,61.101,,0.000,,18,27,,
T,2021-01-03 11:19:37,43.57581308,3.95708941,4,61.102,,0.000,,16,25,,
T,2021-01-03 11:19:38,43.57581305,3.95708941,4,61.101,,0.000,,19,28,,
T,2021-01-03 11:19:39,43.57581303,3.95708939,4,61.102,,0.000,,19,28,,
T,2021-01-03 11:19:40,43.57581304,3.95708938,4,61.105,,0.000,,18,27,,
T,2021-01-03 11:19:41,43.57581300,3.95708940,4,61.105,,0.000,,18,27,,
T,2021-01-03 11:19:42,43.57581298,3.95708942,4,61.099,,0.000,,15,26,,
T,2021-01-03 11:19:43,43.57581297,3.95708942,4,61.099,,0.000,,17,28,,
T,2021-01-03 11:19:44,43.57581299,3.95708944,4,61.098,,0.000,,17,27,,
T,2021-01-03 11:19:45,43.57581298,3.95708945,4,61.093,,0.000,,19,29,,
T,2021-01-03 11:19:46,43.57581299,3.95708949,4,61.091,,0.000,,16,27,,
T,2021-01-03 11:19:47,43.57581297,3.95708952,4,61.086,,0.000,,18,29,,
T,2021-01-03 11:19:48,43.57581297,3.95708955,4,61.087,,0.000,,16,26,,
T,2021-01-03 11:19:49,43.57581298,3.95708958,4,61.084,,0.000,,17,28,,
T,2021-01-03 11:19:50,43.57581297,3.95708957,4,61.083,,0.000,,14,26,,
T,2021-01-03 11:19:51,43.57581298,3.95708954,4,61.077,,0.000,,16,28,,
T,2021-01-03 11:19:52,43.57581298,3.95708955,4,61.072,,0.000,,17,29,,
T,2021-01-03 11:19:53,43.57581295,3.95708957,4,61.070,,0.000,,15,26,,
T,2021-01-03 11:19:54,43.57581294,3.95708956,4,61.059,,0.000,,18,29,,
T,2021-01-03 11:19:55,43.57581298,3.95708953,4,61.056,,0.000,,18,29,,
T,2021-01-03 11:19:56,43.57581301,3.95708954,4,61.056,,0.000,,16,28,,
T,2021-01-03 11:19:57,43.57581302,3.95708949,4,61.055,,0.000,,16,28,,
T,2021-01-03 11:19:58,43.57581306,3.95708947,4,61.047,,0.000,,16,28,,
T,2021-01-03 11:19:59,43.57581306,3.95708945,4,61.042,,0.000,,14,28,,
T,2021-01-03 11:20:00,43.57581306,3.95708943,4,61.038,,0.000,,15,29,,
T,2021-01-03 11:20:01,43.57581306,3.95708939,4,61.035,,0.000,,14,28,,
T,2021-01-03 11:20:02,43.57581306,3.95708936,4,61.028,,0.000,,13,27,,
T,2021-01-03 11:20:03,43.57581305,3.95708932,4,61.022,,0.000,,16,27,,
T,2021-01-03 11:20:04,43.57581306,3.95708930,4,61.030,,0.000,,17,28,,
T,2021-01-03 11:20:05,43.57581310,3.95708931,4,61.026,,0.000,,17,27,,
T,2021-01-03 11:20:06,43.57581309,3.95708929,4,61.025,,0.000,,18,28,,
T,2021-01-03 11:20:07,43.57581304,3.95708928,4,61.032,,0.000,,19,28,,
T,2021-01-03 11:20:08,43.57581304,3.95708926,4,61.032,,0.000,,17,27,,
T,2021-01-03 11:20:09,43.57581305,3.95708923,4,61.028,,0.000,,19,28,,
T,2021-01-03 11:20:10,43.57581304,3.95708924,4,61.021,,0.000,,16,25,,
T,2021-01-03 11:20:11,43.57581303,3.95708924,4,61.017,,0.000,,18,28,,
T,2021-01-03 11:20:12,43.57581304,3.95708924,4,61.018,,0.000,,19,29,,
T,2021-01-03 11:20:13,43.57581304,3.95708924,4,61.014,,0.000,,18,27,,
T,2021-01-03 11:20:14,43.57581302,3.95708925,4,61.004,,0.000,,19,28,,
T,2021-01-03 11:20:15,43.57581301,3.95708924,4,61.001,,0.000,,18,28,,
T,2021-01-03 11:20:16,43.57581301,3.95708925,4,60.999,,0.000,,18,29,,
T,2021-01-03 11:20:17,43.57581299,3.95708926,4,60.994,,0.000,,18,28,,
T,2021-01-03 11:20:18,43.57581298,3.95708927,4,60.992,,0.000,,17,28,,
T,2021-01-03 11:20:19,43.57581302,3.95708927,4,60.997,,0.000,,18,28,,
T,2021-01-03 11:20:20,43.57581301,3.95708929,4,60.994,,0.000,,15,26,,
T,2021-01-03 11:20:21,43.57581302,3.95708927,4,60.985,,0.000,,16,27,,
T,2021-01-03 11:20:22,43.57581303,3.95708926,4,60.985,,0.000,,18,29,,
T,2021-01-03 11:20:23,43.57581304,3.95708927,4,60.980,,0.000,,17,28,,
T,2021-01-03 11:20:24,43.57581307,3.95708924,4,60.982,,0.000,,18,29,,
T,2021-01-03 11:20:25,43.57581307,3.95708924,4,60.977,,0.000,,17,28,,
T,2021-01-03 11:20:26,43.57581308,3.95708924,4,60.982,,0.000,,18,29,,
T,2021-01-03 11:20:27,43.57581307,3.95708925,4,60.979,,0.000,,17,29,,
T,2021-01-03 11:20:28,43.57581306,3.95708926,4,60.976,,0.000,,16,28,,
T,2021-01-03 11:20:29,43.57581307,3.95708929,4,60.979,,0.000,,17,29,,
T,2021-01-03 11:20:30,43.57581307,3.95708932,4,60.976,,0.000,,17,29,,
T,2021-01-03 11:20:31,43.57581309,3.95708931,4,60.974,,0.000,,16,28,,
T,2021-01-03 11:20:32,43.57581309,3.95708934,4,60.978,,0.000,,16,29,,
T,2021-01-03 11:20:33,43.57581312,3.95708936,4,60.974,,0.000,,16,29,,
T,2021-01-03 11:20:34,43.57581316,3.95708934,4,60.974,,0.000,,16,29,,
T,2021-01-03 11:20:35,43.57581315,3.95708937,4,60.973,,0.000,,16,29,,
T,2021-01-03 11:20:36,43.57581316,3.95708937,4,60.977,,0.000,,15,27,,
T,2021-01-03 11:20:37,43.57581315,3.95708938,4,60.967,,0.000,,16,29,,
T,2021-01-03 11:20:38,43.57581316,3.95708940,4,60.969,,0.000,,15,27,,
T,2021-01-03 11:20:39,43.57581315,3.95708938,4,60.972,,0.000,,17,29,,
T,2021-01-03 11:20:40,43.57581315,3.95708940,4,60.975,,0.000,,17,29,,
T,2021-01-03 11:20:41,43.57581314,3.95708944,4,60.980,,0.000,,17,29,,
T,2021-01-03 11:20:42,43.57581315,3.95708945,4,60.975,,0.000,,16,28,,
T,2021-01-03 11:20:43,43.57581315,3.95708945,4,60.971,,0.000,,16,28,,
T,2021-01-03 11:20:44,43.57581314,3.95708946,4,60.969,,0.000,,17,29,,
T,2021-01-03 11:20:45,43.57581315,3.95708950,4,60.966,,0.000,,16,28,,
T,2021-01-03 11:20:46,43.57581315,3.95708947,4,60.953,,0.000,,16,29,,
T,2021-01-03 11:20:47,43.57581313,3.95708944,4,60.945,,0.000,,16,29,,
T,2021-01-03 11:20:48,43.57581313,3.95708942,4,60.943,,0.000,,17,29,,
T,2021-01-03 11:20:49,43.57581314,3.95708941,4,60.944,,0.000,,16,28,,
T,2021-01-03 11:20:50,43.57581309,3.95708938,4,60.944,,0.000,,17,29,,
T,2021-01-03 11:20:51,43.57581306,3.95708937,4,60.940,,0.000,,17,29,,
T,2021-01-03 11:20:52,43.57581308,3.95708931,4,60.941,,0.000,,16,28,,
T,2021-01-03 11:20:53,43.57581307,3.95708931,4,60.939,,0.000,,17,29,,
T,2021-01-03 11:20:54,43.57581304,3.95708933,4,60.930,,0.000,,17,29,,
T,2021-01-03 11:20:55,43.57581300,3.95708931,4,60.924,,0.000,,17,29,,
T,2021-01-03 11:20:56,43.57581302,3.95708931,4,60.920,,0.000,,17,29,,
T,2021-01-03 11:20:57,43.57581304,3.95708928,4,60.917,,0.000,,17,29,,
T,2021-01-03 11:20:58,43.57581306,3.95708926,4,60.913,,0.000,,16,28,,
T,2021-01-03 11:20:59,43.57581304,3.95708925,4,60.905,,0.000,,17,29,,
T,2021-01-03 11:21:00,43.57581305,3.95708927,4,60.897,,0.000,,17,29,,
T,2021-01-03 11:21:01,43.57581308,3.95708929,4,60.892,,0.000,,17,29,,
T,2021-01-03 11:21:02,43.57581305,3.95708932,4,60.883,,0.000,,17,29,,
T,2021-01-03 11:21:03,43.57581305,3.95708933,4,60.872,,0.000,,16,28,,
T,2021-01-03 11:21:04,43.57581310,3.95708935,4,60.862,,0.000,,16,27,,
T,2021-01-03 11:21:05,43.57581310,3.95708937,4,60.857,,0.000,,17,28,,
T,2021-01-03 11:21:06,43.57581311,3.95708939,4,60.840,,0.000,,17,28,,
T,2021-01-03 11:21:07,43.57581307,3.95708943,4,60.836,,0.000,,17,28,,
T,2021-01-03 11:21:08,43.57581308,3.95708947,4,60.825,,0.000,,17,28,,
T,2021-01-03 11:21:09,43.57581306,3.95708944,4,60.831,,0.000,,17,28,,
T,2021-01-03 11:21:10,43.57581303,3.95708944,4,60.828,,0.000,,16,27,,
T,2021-01-03 11:21:11,43.57581303,3.95708945,4,60.823,,0.000,,17,27,,
T,2021-01-03 11:21:12,43.57581304,3.95708945,4,60.822,,0.000,,17,28,,
T,2021-01-03 11:21:13,43.57581306,3.95708946,4,60.817,,0.000,,17,28,,
T,2021-01-03 11:21:14,43.57581303,3.95708944,4,60.815,,0.000,,17,27,,
T,2021-01-03 11:21:15,43.57581305,3.95708942,4,60.807,,0.000,,17,28,,
T,2021-01-03 11:21:16,43.57581304,3.95708944,4,60.805,,0.000,,15,26,,
T,2021-01-03 11:21:17,43.57581307,3.95708944,4,60.792,,0.000,,17,28,,
T,2021-01-03 11:21:18,43.57581309,3.95708947,4,60.786,,0.000,,17,27,,
T,2021-01-03 11:21:19,43.57581307,3.95708945,4,60.782,,0.000,,18,28,,
T,2021-01-03 11:21:20,43.57581309,3.95708943,4,60.778,,0.000,,18,28,,
T,2021-01-03 11:21:21,43.57581308,3.95708945,4,60.780,,0.000,,18,27,,
T,2021-01-03 11:21:22,43.57581306,3.95708946,4,60.777,,0.000,,18,28,,
T,2021-01-03 11:21:23,43.57581303,3.95708945,4,60.775,,0.000,,16,25,,
T,2021-01-03 11:21:24,43.57581297,3.95708945,4,60.768,,0.000,,18,27,,
T,2021-01-03 11:21:25,43.57581294,3.95708944,4,60.763,,0.000,,18,28,,
T,2021-01-03 11:21:26,43.57581294,3.95708941,4,60.756,,0.000,,18,27,,
T,2021-01-03 11:21:27,43.57581291,3.95708936,4,60.758,,0.000,,18,28,,
T,2021-01-03 11:21:28,43.57581290,3.95708937,4,60.752,,0.000,,18,28,,
T,2021-01-03 11:21:29,43.57581289,3.95708934,4,60.753,,0.000,,16,27,,
T,2021-01-03 11:21:30,43.57581291,3.95708931,4,60.748,,0.000,,15,27,,
T,2021-01-03 11:21:31,43.57581294,3.95708932,4,60.741,,0.000,,16,28,,
T,2021-01-03 11:21:32,43.57581294,3.95708929,4,60.732,,0.000,,16,28,,
T,2021-01-03 11:21:33,43.57581296,3.95708926,4,60.725,,0.000,,15,27,,
T,2021-01-03 11:21:34,43.57581295,3.95708927,4,60.717,,0.000,,16,28,,
T,2021-01-03 11:21:35,43.57581298,3.95708925,4,60.708,,0.000,,16,28,,
T,2021-01-03 11:21:36,43.57581297,3.95708926,4,60.701,,0.000,,17,28,,
T,2021-01-03 11:21:37,43.57581296,3.95708922,4,60.702,,0.000,,17,27,,
T,2021-01-03 11:21:38,43.57581295,3.95708922,4,60.697,,0.000,,17,28,,
T,2021-01-03 11:21:39,43.57581296,3.95708919,4,60.693,,0.000,,17,27,,
T,2021-01-03 11:21:40,43.57581297,3.95708918,4,60.690,,0.000,,17,28,,
T,2021-01-03 11:21:41,43.57581296,3.95708915,4,60.684,,0.000,,17,28,,
T,2021-01-03 11:21:42,43.57581301,3.95708912,4,60.676,,0.000,,17,28,,
T,2021-01-03 11:21:43,43.57581304,3.95708910,4,60.675,,0.000,,17,28,,
T,2021-01-03 11:21:44,43.57581308,3.95708908,4,60.672,,0.000,,17,27,,
T,2021-01-03 11:21:45,43.57581310,3.95708907,4,60.670,,0.000,,17,28,,
T,2021-01-03 11:21:46,43.57581312,3.95708906,4,60.664,,0.000,,17,28,,
T,2021-01-03 11:21:47,43.57581311,3.95708904,4,60.667,,0.000,,17,28,,
T,2021-01-03 11:21:48,43.57581310,3.95708902,4,60.663,,0.000,,17,28,,
T,2021-01-03 11:21:49,43.57581312,3.95708899,4,60.669,,0.000,,17,28,,
T,2021-01-03 11:21:50,43.57581314,3.95708901,4,60.666,,0.000,,17,28,,
T,2021-01-03 11:21:51,43.57581314,3.95708902,4,60.671,,0.000,,17,28,,
T,2021-01-03 11:21:52,43.57581318,3.95708900,4,60.675,,0.000,,17,28,,
T,2021-01-03 11:21:53,43.57581321,3.95708898,4,60.678,,0.000,,17,28,,
T,2021-01-03 11:21:54,43.57581322,3.95708900,4,60.682,,0.000,,17,28,,
T,2021-01-03 11:21:55,43.57581329,3.95708897,4,60.685,,0.000,,17,28,,
T,2021-01-03 11:21:56,43.57581331,3.95708896,4,60.682,,0.000,,17,28,,
T,2021-01-03 11:21:57,43.57581333,3.95708892,4,60.680,,0.000,,17,28,,
T,2021-01-03 11:21:58,43.57581331,3.95708889,4,60.683,,0.000,,17,28,,
T,2021-01-03 11:21:59,43.57581335,3.95708887,4,60.677,,0.000,,17,28,,
T,2021-01-03 11:22:00,43.57581332,3.95708886,4,60.677,,0.000,,17,28,,
T,2021-01-03 11:22:01,43.57581334,3.95708885,4,60.671,,0.000,,16,27,,
T,2021-01-03 11:22:02,43.57581336,3.95708885,4,60.666,,0.000,,17,28,,
T,2021-01-03 11:22:03,43.57581337,3.95708883,4,60.664,,0.000,,17,28,,
T,2021-01-03 11:22:04,43.57581337,3.95708881,4,60.660,,0.000,,17,28,,
T,2021-01-03 11:22:05,43.57581338,3.95708878,4,60.658,,0.000,,17,27,,
T,2021-01-03 11:22:06,43.57581337,3.95708872,4,60.659,,0.000,,17,28,,
T,2021-01-03 11:22:07,43.57581337,3.95708871,4,60.658,,0.000,,17,28,,
T,2021-01-03 11:22:08,43.57581341,3.95708870,4,60.658,,0.000,,17,28,,
T,2021-01-03 11:22:09,43.57581341,3.95708868,4,60.654,,0.000,,16,27,,
T,2021-01-03 11:22:10,43.57581340,3.95708863,4,60.655,,0.000,,17,28,,
T,2021-01-03 11:22:11,43.57581345,3.95708856,4,60.654,,0.000,,17,28,,
T,2021-01-03 11:22:12,43.57581348,3.95708855,4,60.654,,0.000,,17,27,,
T,2021-01-03 11:22:13,43.57581349,3.95708853,4,60.653,,0.000,,16,27,,
T,2021-01-03 11:22:14,43.57581353,3.95708849,4,60.654,,0.000,,17,28,,
T,2021-01-03 11:22:15,43.57581355,3.95708848,4,60.649,,0.000,,17,28,,
T,2021-01-03 11:22:16,43.57581356,3.95708846,4,60.643,,0.000,,17,28,,
T,2021-01-03 11:22:17,43.57581357,3.95708845,4,60.636,,0.000,,16,27,,
T,2021-01-03 11:22:18,43.57581359,3.95708845,4,60.631,,0.000,,17,28,,
T,2021-01-03 11:22:19,43.57581362,3.95708844,4,60.625,,0.000,,17,28,,
T,2021-01-03 11:22:20,43.57581361,3.95708842,4,60.623,,0.000,,16,27,,
T,2021-01-03 11:22:21,43.57581361,3.95708838,4,60.620,,0.000,,17,28,,
T,2021-01-03 11:22:22,43.57581361,3.95708838,4,60.618,,0.000,,16,27,,
T,2021-01-03 11:22:23,43.57581361,3.95708837,4,60.614,,0.000,,17,28,,
T,2021-01-03 11:22:24,43.57581364,3.95708834,4,60.608,,0.000,,17,28,,
T,2021-01-03 11:22:25,43.57581364,3.95708833,4,60.605,,0.000,,17,27,,
T,2021-01-03 11:22:26,43.57581368,3.95708833,4,60.603,,0.000,,16,28,,
T,2021-01-03 11:22:27,43.57581367,3.95708833,4,60.604,,0.000,,16,28,,
T,2021-01-03 11:22:28,43.57581368,3.95708832,4,60.603,,0.000,,16,28,,
T,2021-01-03 11:22:29,43.57581369,3.95708831,4,60.605,,0.000,,16,28,,
T,2021-01-03 11:22:30,43.57581369,3.95708829,4,60.604,,0.000,,17,28,,
T,2021-01-03 11:22:31,43.57581369,3.95708828,4,60.601,,0.000,,16,27,,
T,2021-01-03 11:22:32,43.57581370,3.95708828,4,60.599,,0.000,,17,28,,
T,2021-01-03 11:22:33,43.57581368,3.95708826,4,60.600,,0.000,,17,28,,
T,2021-01-03 11:22:34,43.57581368,3.95708826,4,60.603,,0.000,,17,28,,
T,2021-01-03 11:22:35,43.57581369,3.95708825,4,60.605,,0.000,,17,28,,
T,2021-01-03 11:22:36,43.57581370,3.95708827,4,60.603,,0.000,,16,28,,
T,2021-01-03 11:22:37,43.57581369,3.95708828,4,60.602,,0.000,,16,28,,
T,2021-01-03 11:22:38,43.57581366,3.95708828,4,60.599,,0.000,,16,28,,
T,2021-01-03 11:22:39,43.57581365,3.95708830,4,60.596,,0.000,,16,27,,
