type,date time,latitude,longitude,accuracy(m),altitude(m),geoid_height(m),speed(m/s),bearing(deg),sat_used,sat_inview,name,desc
T,2021-01-07 15:21:46,43.57595485,3.95745744,4,53.471,,0.000,,15,29,,
T,2021-01-07 15:21:47,43.57595510,3.95745764,4,53.557,,0.000,,18,31,,
T,2021-01-07 15:21:48,43.57595589,3.95745744,4,53.711,,0.000,,19,28,,
T,2021-01-07 15:21:49,43.57595620,3.95745713,4,53.775,,0.000,,21,28,,
T,2021-01-07 15:21:50,43.57595632,3.95745677,4,53.791,,0.000,,22,28,,
T,2021-01-07 15:21:51,43.57595619,3.95745603,4,53.946,,0.000,,23,29,,
T,2021-01-07 15:21:52,43.57595604,3.95745558,4,53.961,,0.000,,24,30,,
T,2021-01-07 15:21:53,43.57595573,3.95745493,4,54.083,,0.000,,26,32,,
T,2021-01-07 15:21:54,43.57595555,3.95745465,4,54.073,,0.000,,22,28,,
T,2021-01-07 15:21:55,43.57595545,3.95745449,4,54.072,,0.000,,24,30,,
T,2021-01-07 15:21:56,43.57595540,3.95745440,4,54.064,,0.000,,25,30,,
T,2021-01-07 15:21:57,43.57595539,3.95745434,4,54.056,,0.000,,25,30,,
T,2021-01-07 15:21:58,43.57595041,3.95747128,4,53.748,,2.810,89,24,31,,
T,2021-01-07 15:21:59,43.57594198,3.95749956,4,53.682,,2.430,116,27,34,,
T,2021-01-07 15:22:00,43.57593357,3.95751159,4,53.282,,0.520,117,23,26,,
T,2021-01-07 15:22:01,43.57592457,3.95749286,4,54.746,,3.010,237,19,24,,
T,2021-01-07 15:22:02,43.57592018,3.95745798,4,54.951,,2.350,275,28,33,,
T,2021-01-07 15:22:03,43.57592505,3.95742669,4,55.603,,2.370,285,24,30,,
T,2021-01-07 15:22:04,43.57593210,3.95740125,4,56.820,,1.460,290,25,31,,
T,2021-01-07 15:22:05,43.57593724,3.95738474,4,56.870,,1.100,290,25,31,,
T,2021-01-07 15:22:06,43.57594689,3.95736865,4,57.633,,1.760,308,25,31,,
T,2021-01-07 15:22:07,43.57595892,3.95735741,4,57.290,,1.200,290,17,26,,
T,2021-01-07 15:22:08,43.57596934,3.95736827,4,57.693,,2.660,290,22,31,,
T,2021-01-07 15:22:09,43.57596217,3.95739933,4,56.714,,3.470,130,22,29,,
T,2021-01-07 15:22:10,43.57594330,3.95742503,4,56.732,,1.860,133,25,31,,
T,2021-01-07 15:22:11,43.57593397,3.95744672,4,54.516,,1.400,118,25,30,,
T,2021-01-07 15:22:12,43.57593191,3.95746389,4,54.956,,0.000,,24,29,,
T,2021-01-07 15:22:13,43.57593296,3.95746420,4,54.180,,0.000,,23,28,,
T,2021-01-07 15:22:14,43.57593354,3.95746554,4,54.479,,0.000,,27,32,,
T,2021-01-07 15:22:15,43.57593223,3.95746574,4,54.157,,0.000,,26,31,,
T,2021-01-07 15:22:16,43.57593324,3.95746742,4,53.777,,0.000,,26,30,,
T,2021-01-07 15:22:17,43.57593389,3.95746861,4,53.665,,0.000,,23,29,,
T,2021-01-07 15:22:18,43.57593368,3.95746938,4,53.327,,0.000,,24,31,,
T,2021-01-07 15:22:19,43.57593414,3.95747159,4,53.171,,0.000,,23,31,,
T,2021-01-07 15:22:20,43.57593261,3.95746980,4,53.466,,0.000,,23,31,,
T,2021-01-07 15:22:21,43.57593247,3.95746960,4,53.100,,0.000,,24,32,,
T,2021-01-07 15:22:22,43.57593270,3.95746986,4,53.428,,0.000,,24,31,,
T,2021-01-07 15:22:23,43.57593325,3.95746992,4,53.640,,0.000,,25,33,,
T,2021-01-07 15:22:24,43.57593373,3.95746991,4,53.551,,0.000,,25,32,,
T,2021-01-07 15:22:25,43.57593401,3.95746984,4,53.548,,0.000,,26,33,,
T,2021-01-07 15:22:26,43.57593415,3.95746976,4,53.541,,0.000,,24,31,,
T,2021-01-07 15:22:27,43.57593424,3.95746975,4,53.526,,0.000,,23,30,,
T,2021-01-07 15:22:28,43.57593431,3.95746970,4,53.521,,0.000,,25,33,,
T,2021-01-07 15:22:29,43.57593436,3.95746968,4,53.511,,0.000,,23,31,,
T,2021-01-07 15:22:30,43.57593440,3.95746967,4,53.510,,0.000,,24,33,,
T,2021-01-07 15:22:31,43.57593442,3.95746967,4,53.510,,0.000,,23,32,,
T,2021-01-07 15:22:32,43.57593449,3.95746959,4,53.523,,0.000,,23,32,,
T,2021-01-07 15:22:33,43.57593451,3.95746872,4,53.541,,0.000,,17,26,,
T,2021-01-07 15:22:34,43.57593454,3.95746826,4,53.537,,0.000,,25,32,,
T,2021-01-07 15:22:35,43.57593459,3.95746806,4,53.560,,0.000,,26,33,,
T,2021-01-07 15:22:36,43.57593464,3.95746799,4,53.577,,0.000,,22,29,,
T,2021-01-07 15:22:37,43.57593471,3.95746796,4,53.586,,0.000,,24,31,,
T,2021-01-07 15:22:38,43.57593472,3.95746797,4,53.589,,0.000,,22,29,,
T,2021-01-07 15:22:39,43.57593466,3.95746801,4,53.583,,0.000,,23,32,,
T,2021-01-07 15:22:40,43.57593463,3.95746804,4,53.590,,0.000,,24,33,,
T,2021-01-07 15:22:41,43.57593463,3.95746806,4,53.597,,0.000,,24,32,,
T,2021-01-07 15:22:42,43.57593465,3.95746806,4,53.608,,0.000,,25,34,,
T,2021-01-07 15:22:43,43.57593467,3.95746805,4,53.611,,0.000,,25,34,,
T,2021-01-07 15:22:44,43.57593469,3.95746804,4,53.617,,0.000,,23,33,,
T,2021-01-07 15:22:45,43.57593469,3.95746803,4,53.621,,0.000,,23,34,,
T,2021-01-07 15:22:46,43.57593470,3.95746801,4,53.626,,0.000,,23,32,,
T,2021-01-07 15:22:47,43.57593471,3.95746801,4,53.633,,0.000,,23,34,,
T,2021-01-07 15:22:48,43.57593473,3.95746799,4,53.636,,0.000,,22,33,,
T,2021-01-07 15:22:49,43.57593474,3.95746803,4,53.633,,0.000,,15,23,,
T,2021-01-07 15:22:50,43.57593472,3.95746804,4,53.634,,0.000,,24,33,,
T,2021-01-07 15:22:51,43.57593472,3.95746805,4,53.646,,0.000,,22,31,,
T,2021-01-07 15:22:52,43.57593472,3.95746807,4,53.649,,0.000,,22,31,,
T,2021-01-07 15:22:53,43.57593472,3.95746808,4,53.652,,0.000,,23,31,,
T,2021-01-07 15:22:54,43.57593474,3.95746811,4,53.661,,0.000,,24,32,,
T,2021-01-07 15:22:55,43.57593476,3.95746815,4,53.670,,0.000,,22,31,,
T,2021-01-07 15:22:56,43.57593478,3.95746816,4,53.670,,0.000,,25,34,,
T,2021-01-07 15:22:57,43.57593477,3.95746813,4,53.673,,0.000,,25,34,,
T,2021-01-07 15:22:58,43.57593476,3.95746814,4,53.675,,0.000,,20,28,,
T,2021-01-07 15:22:59,43.57593476,3.95746813,4,53.681,,0.000,,21,30,,
T,2021-01-07 15:23:00,43.57593474,3.95746814,4,53.684,,0.000,,23,31,,
T,2021-01-07 15:23:01,43.57593473,3.95746813,4,53.684,,0.000,,23,31,,
T,2021-01-07 15:23:02,43.57593472,3.95746809,4,53.681,,0.000,,23,29,,
T,2021-01-07 15:23:03,43.57593471,3.95746808,4,53.682,,0.000,,27,34,,
T,2021-01-07 15:23:04,43.57593472,3.95746806,4,53.681,,0.000,,22,28,,
T,2021-01-07 15:23:05,43.57593472,3.95746802,4,53.683,,0.000,,24,30,,
T,2021-01-07 15:23:06,43.57593470,3.95746806,4,53.679,,0.000,,22,28,,
T,2021-01-07 15:23:07,43.57593469,3.95746814,4,53.678,,0.000,,25,32,,
T,2021-01-07 15:23:08,43.57593465,3.95746823,4,53.680,,0.000,,23,30,,
T,2021-01-07 15:23:09,43.57593465,3.95746828,4,53.682,,0.000,,23,30,,
T,2021-01-07 15:23:10,43.57593464,3.95746831,4,53.683,,0.000,,23,29,,
T,2021-01-07 15:23:11,43.57593465,3.95746838,4,53.692,,0.000,,23,30,,
T,2021-01-07 15:23:12,43.57593465,3.95746844,4,53.693,,0.000,,27,32,,
T,2021-01-07 15:23:13,43.57593467,3.95746847,4,53.697,,0.000,,25,31,,
T,2021-01-07 15:23:14,43.57593333,3.95747040,4,54.409,,0.730,183,23,30,,
T,2021-01-07 15:23:15,43.57593180,3.95747192,4,52.451,,0.000,,23,31,,
T,2021-01-07 15:23:16,43.57593118,3.95746767,4,52.421,,0.000,,21,28,,
T,2021-01-07 15:23:17,43.57593073,3.95746629,4,52.587,,0.000,,25,31,,
T,2021-01-07 15:23:18,43.57593104,3.95746550,4,52.387,,0.000,,21,27,,
T,2021-01-07 15:23:19,43.57593109,3.95746793,4,52.285,,0.000,,27,32,,
T,2021-01-07 15:23:20,43.57593194,3.95746833,4,52.385,,0.000,,23,30,,
T,2021-01-07 15:23:21,43.57593229,3.95746786,4,52.341,,0.000,,20,27,,
T,2021-01-07 15:23:22,43.57593309,3.95746766,4,52.368,,0.000,,23,30,,
T,2021-01-07 15:23:23,43.57593282,3.95746688,4,52.388,,0.000,,21,30,,
T,2021-01-07 15:23:24,43.57593405,3.95746732,4,51.881,,0.000,,22,32,,
T,2021-01-07 15:23:25,43.57593390,3.95746873,4,51.968,,0.000,,20,28,,
T,2021-01-07 15:23:26,43.57593446,3.95746900,4,52.006,,0.000,,20,29,,
T,2021-01-07 15:23:27,43.57593410,3.95746932,4,52.016,,0.000,,24,33,,
T,2021-01-07 15:23:28,43.57593390,3.95746855,4,52.307,,0.000,,22,29,,
T,2021-01-07 15:23:29,43.57593416,3.95746871,4,52.164,,0.000,,27,34,,
T,2021-01-07 15:23:30,43.57593448,3.95746927,4,52.089,,0.000,,26,32,,
T,2021-01-07 15:23:31,43.57593456,3.95746994,4,51.997,,0.000,,26,33,,
T,2021-01-07 15:23:32,43.57593451,3.95747041,4,51.932,,0.000,,25,32,,
T,2021-01-07 15:23:33,43.57593458,3.95747089,4,51.923,,0.000,,25,31,,
T,2021-01-07 15:23:34,43.57593461,3.95747116,4,51.922,,0.000,,25,30,,
T,2021-01-07 15:23:35,43.57593461,3.95747129,4,51.927,,0.000,,25,29,,
T,2021-01-07 15:23:36,43.57593462,3.95747136,4,51.926,,0.000,,21,26,,
T,2021-01-07 15:23:37,43.57593461,3.95747138,4,51.926,,0.000,,24,29,,
T,2021-01-07 15:23:38,43.57593461,3.95747138,4,51.927,,0.000,,27,32,,
T,2021-01-07 15:23:39,43.57593461,3.95747137,4,51.925,,0.000,,26,32,,
T,2021-01-07 15:23:40,43.57593462,3.95747135,4,51.923,,0.000,,25,32,,
T,2021-01-07 15:23:41,43.57593462,3.95747134,4,51.922,,0.000,,23,31,,
T,2021-01-07 15:23:42,43.57593462,3.95747133,4,51.924,,0.000,,21,34,,
T,2021-01-07 15:23:43,43.57593463,3.95747131,4,51.922,,0.000,,20,29,,
T,2021-01-07 15:23:44,43.57593465,3.95747128,4,51.923,,0.000,,22,32,,
T,2021-01-07 15:23:45,43.57593467,3.95747123,4,51.923,,0.000,,20,30,,
T,2021-01-07 15:23:46,43.57593470,3.95747119,4,51.922,,0.000,,21,30,,
T,2021-01-07 15:23:47,43.57593471,3.95747116,4,51.921,,0.000,,22,31,,
T,2021-01-07 15:23:48,43.57593472,3.95747115,4,51.919,,0.000,,21,30,,
T,2021-01-07 15:23:49,43.57593473,3.95747115,4,51.919,,0.000,,19,28,,
T,2021-01-07 15:23:50,43.57593473,3.95747114,4,51.920,,0.000,,23,30,,
T,2021-01-07 15:23:51,43.57593474,3.95747113,4,51.921,,0.000,,25,33,,
T,2021-01-07 15:23:52,43.57593474,3.95747111,4,51.921,,0.000,,22,31,,
T,2021-01-07 15:23:53,43.57593473,3.95747111,4,51.919,,0.000,,22,31,,
T,2021-01-07 15:23:54,43.57593470,3.95747111,4,51.920,,0.000,,20,28,,
T,2021-01-07 15:23:55,43.57593480,3.95747277,4,51.519,,0.000,,23,29,,
T,2021-01-07 15:23:56,43.57593582,3.95747513,4,51.768,,0.000,,25,29,,
T,2021-01-07 15:23:57,43.57593581,3.95747515,4,51.980,,0.000,,24,29,,
T,2021-01-07 15:23:58,43.57593509,3.95747429,4,52.045,,0.000,,24,27,,
T,2021-01-07 15:23:59,43.57593467,3.95747320,4,52.306,,0.000,,26,29,,
T,2021-01-07 15:24:00,43.57593391,3.95747261,4,52.407,,0.000,,27,33,,
T,2021-01-07 15:24:01,43.57593316,3.95747446,4,52.269,,0.000,,22,29,,
T,2021-01-07 15:24:02,43.57593351,3.95747457,4,52.606,,0.000,,20,29,,
T,2021-01-07 15:24:03,43.57593368,3.95747462,4,52.606,,0.000,,20,29,,
T,2021-01-07 15:24:04,43.57593349,3.95747372,4,52.672,,0.000,,14,22,,
T,2021-01-07 15:24:05,43.57593473,3.95747535,4,52.476,,0.000,,19,33,,
T,2021-01-07 15:24:06,43.57593590,3.95747669,4,52.402,,0.000,,17,30,,
T,2021-01-07 15:24:07,43.57593649,3.95747737,4,52.402,,0.000,,17,30,,
T,2021-01-07 15:24:08,43.57593663,3.95747755,4,52.454,,0.000,,15,42,,
T,2021-01-07 15:24:09,43.57593661,3.95747738,4,52.505,,0.000,,15,30,,
T,2021-01-07 15:24:10,43.57593699,3.95747729,4,52.483,,0.000,,18,30,,
T,2021-01-07 15:24:11,43.57593718,3.95747724,4,52.486,,0.000,,19,30,,
T,2021-01-07 15:24:12,43.57593725,3.95747717,4,52.492,,0.000,,19,30,,
T,2021-01-07 15:24:13,43.57593764,3.95747684,4,52.549,,0.000,,19,30,,
T,2021-01-07 15:24:14,43.57593770,3.95747643,4,52.770,,0.000,,19,30,,
T,2021-01-07 15:24:15,43.57593706,3.95747550,4,52.801,,0.000,,19,30,,
T,2021-01-07 15:24:16,43.57593667,3.95747510,4,52.730,,0.000,,21,30,,
T,2021-01-07 15:24:17,43.57593645,3.95747476,4,52.742,,0.000,,21,30,,
T,2021-01-07 15:24:18,43.57593624,3.95747467,4,52.766,,0.000,,21,30,,
T,2021-01-07 15:24:19,43.57593590,3.95747458,4,52.843,,0.000,,21,30,,
T,2021-01-07 15:24:20,43.57593580,3.95747468,4,52.875,,0.000,,21,30,,
T,2021-01-07 15:24:21,43.57593583,3.95747480,4,52.895,,0.000,,21,30,,
T,2021-01-07 15:24:22,43.57593598,3.95747501,4,52.949,,0.000,,21,30,,
T,2021-01-07 15:24:23,43.57593605,3.95747511,4,52.947,,0.000,,21,30,,
T,2021-01-07 15:24:24,43.57593609,3.95747517,4,52.949,,0.000,,21,30,,
T,2021-01-07 15:24:25,43.57593614,3.95747525,4,52.959,,0.000,,21,30,,
T,2021-01-07 15:24:26,43.57593614,3.95747526,4,52.956,,0.000,,21,30,,
T,2021-01-07 15:24:27,43.57593615,3.95747529,4,52.963,,0.000,,21,30,,
T,2021-01-07 15:24:28,43.57593434,3.95747430,4,53.257,,0.000,,21,30,,
T,2021-01-07 15:24:29,43.57593713,3.95746607,4,52.542,,0.000,,20,30,,
T,2021-01-07 15:24:30,43.57593754,3.95746109,4,52.717,,0.000,,20,30,,
T,2021-01-07 15:24:31,43.57593812,3.95745764,4,52.981,,0.000,,20,30,,
T,2021-01-07 15:24:32,43.57593814,3.95745751,4,53.102,,0.000,,21,30,,
T,2021-01-07 15:24:33,43.57593800,3.95745765,4,53.301,,0.000,,21,30,,
T,2021-01-07 15:24:34,43.57593735,3.95745737,4,53.380,,0.000,,21,30,,
T,2021-01-07 15:24:35,43.57593668,3.95745708,4,53.556,,0.000,,20,30,,
T,2021-01-07 15:24:36,43.57593612,3.95745732,4,53.713,,0.000,,20,30,,
T,2021-01-07 15:24:37,43.57593482,3.95745763,4,53.815,,0.000,,20,30,,
T,2021-01-07 15:24:38,43.57593403,3.95745950,4,54.117,,0.000,,19,30,,
T,2021-01-07 15:24:39,43.57593297,3.95746076,4,54.386,,0.000,,18,30,,
T,2021-01-07 15:24:40,43.57593242,3.95746188,4,54.532,,0.000,,19,30,,
T,2021-01-07 15:24:41,43.57593194,3.95746256,4,54.787,,0.000,,20,30,,
T,2021-01-07 15:24:42,43.57593152,3.95746308,4,54.769,,0.000,,20,30,,
T,2021-01-07 15:24:43,43.57593062,3.95746544,4,55.145,,0.000,,21,30,,
T,2021-01-07 15:24:44,43.57593085,3.95746851,4,55.852,,0.000,,21,30,,
T,2021-01-07 15:24:45,43.57593025,3.95747007,4,56.375,,0.000,,21,30,,
T,2021-01-07 15:24:46,43.57593108,3.95747002,4,56.874,,0.000,,21,30,,
T,2021-01-07 15:24:47,43.57593274,3.95746904,4,57.732,,0.000,,21,30,,
T,2021-01-07 15:24:48,43.57593265,3.95746833,4,57.931,,0.000,,21,30,,
T,2021-01-07 15:24:49,43.57593256,3.95746764,4,58.035,,0.000,,21,30,,
T,2021-01-07 15:24:50,43.57593265,3.95746694,4,57.989,,0.000,,21,30,,
T,2021-01-07 15:24:51,43.57593312,3.95746651,4,57.955,,0.000,,21,30,,
T,2021-01-07 15:24:52,43.57593304,3.95746609,4,57.644,,0.000,,21,30,,
T,2021-01-07 15:24:53,43.57593200,3.95746556,4,57.609,,0.000,,21,30,,
T,2021-01-07 15:24:54,43.57593115,3.95746557,4,57.747,,0.000,,21,30,,
T,2021-01-07 15:24:55,43.57593060,3.95746569,4,57.716,,0.000,,19,30,,
T,2021-01-07 15:24:56,43.57593035,3.95746545,4,57.642,,0.000,,18,30,,
T,2021-01-07 15:24:57,43.57593052,3.95746523,4,57.607,,0.000,,18,30,,
T,2021-01-07 15:24:58,43.57593064,3.95746488,4,57.610,,0.000,,19,30,,
T,2021-01-07 15:24:59,43.57593058,3.95746407,4,57.487,,0.000,,21,30,,
T,2021-01-07 15:25:00,43.57593064,3.95746382,4,57.464,,0.000,,21,30,,
T,2021-01-07 15:25:01,43.57593060,3.95746355,4,57.381,,0.000,,21,30,,
T,2021-01-07 15:25:02,43.57593063,3.95746366,4,57.445,,0.000,,21,30,,
T,2021-01-07 15:25:03,43.57593066,3.95746381,4,57.461,,0.000,,21,30,,
T,2021-01-07 15:25:04,43.57593068,3.95746392,4,57.471,,0.000,,21,30,,
T,2021-01-07 15:25:05,43.57593069,3.95746401,4,57.485,,0.000,,21,30,,
T,2021-01-07 15:25:06,43.57593070,3.95746408,4,57.490,,0.000,,20,30,,
T,2021-01-07 15:25:07,43.57593071,3.95746412,4,57.494,,0.000,,19,30,,
T,2021-01-07 15:25:08,43.57593071,3.95746416,4,57.493,,0.000,,17,30,,
T,2021-01-07 15:25:09,43.57593072,3.95746418,4,57.494,,0.000,,16,31,,
T,2021-01-07 15:25:10,43.57593073,3.95746420,4,57.494,,0.000,,16,31,,
T,2021-01-07 15:25:11,43.57593074,3.95746422,4,57.497,,0.000,,16,31,,
T,2021-01-07 15:25:12,43.57593074,3.95746423,4,57.497,,0.000,,18,31,,
T,2021-01-07 15:25:13,43.57593075,3.95746424,4,57.499,,0.000,,19,31,,
T,2021-01-07 15:25:14,43.57593076,3.95746425,4,57.502,,0.000,,20,31,,
T,2021-01-07 15:25:15,43.57593077,3.95746432,10,57.514,,0.000,,20,31,,
T,2021-01-07 15:25:16,43.57593079,3.95746436,10,57.512,,0.000,,20,31,,
T,2021-01-07 15:25:17,43.57593082,3.95746439,10,57.513,,0.000,,20,31,,
T,2021-01-07 15:25:18,43.57593083,3.95746446,10,57.523,,0.000,,20,31,,
T,2021-01-07 15:25:19,43.57593084,3.95746452,10,57.520,,0.000,,19,30,,
T,2021-01-07 15:25:20,43.57593085,3.95746456,10,57.521,,0.000,,19,30,,
T,2021-01-07 15:25:21,43.57593085,3.95746458,10,57.522,,0.000,,19,30,,
T,2021-01-07 15:25:22,43.57593085,3.95746461,10,57.523,,0.000,,19,30,,
T,2021-01-07 15:25:23,43.57593084,3.95746463,10,57.518,,0.000,,19,30,,
T,2021-01-07 15:25:24,43.57593084,3.95746466,10,57.518,,0.000,,19,29,,
T,2021-01-07 15:25:25,43.57593084,3.95746469,10,57.517,,0.000,,19,30,,
T,2021-01-07 15:25:26,43.57593084,3.95746472,10,57.513,,0.000,,20,30,,
T,2021-01-07 15:25:27,43.57593084,3.95746475,10,57.516,,0.000,,19,30,,
T,2021-01-07 15:25:28,43.57593085,3.95746477,10,57.514,,0.000,,19,30,,
T,2021-01-07 15:25:29,43.57593084,3.95746479,10,57.514,,0.000,,17,30,,
T,2021-01-07 15:25:30,43.57593083,3.95746480,10,57.512,,0.000,,17,30,,
T,2021-01-07 15:25:31,43.57593082,3.95746482,10,57.513,,0.000,,19,30,,
T,2021-01-07 15:25:32,43.57593082,3.95746483,10,57.513,,0.000,,18,30,,
T,2021-01-07 15:25:33,43.57593083,3.95746485,10,57.521,,0.000,,19,30,,
T,2021-01-07 15:25:34,43.57593083,3.95746486,10,57.523,,0.000,,19,30,,
T,2021-01-07 15:25:35,43.57593083,3.95746488,11,57.522,,0.000,,19,30,,
T,2021-01-07 15:25:36,43.57593084,3.95746489,11,57.523,,0.000,,19,30,,
T,2021-01-07 15:25:37,43.57593084,3.95746491,11,57.524,,0.000,,19,30,,
T,2021-01-07 15:25:38,43.57593085,3.95746491,11,57.524,,0.000,,20,30,,
T,2021-01-07 15:25:39,43.57593085,3.95746491,11,57.526,,0.000,,20,30,,
T,2021-01-07 15:25:40,43.57593085,3.95746494,11,57.518,,0.000,,18,30,,
T,2021-01-07 15:25:41,43.57593085,3.95746497,11,57.513,,0.000,,18,30,,
T,2021-01-07 15:25:42,43.57593085,3.95746496,11,57.516,,0.000,,18,30,,
T,2021-01-07 15:25:43,43.57593086,3.95746498,11,57.511,,0.000,,18,30,,
T,2021-01-07 15:25:44,43.57593087,3.95746498,11,57.511,,0.000,,20,30,,
T,2021-01-07 15:25:45,43.57593088,3.95746498,11,57.514,,0.000,,20,30,,
T,2021-01-07 15:25:46,43.57593089,3.95746498,11,57.513,,0.000,,20,30,,
T,2021-01-07 15:25:47,43.57593089,3.95746497,11,57.510,,0.000,,19,30,,
T,2021-01-07 15:25:48,43.57593089,3.95746496,11,57.513,,0.000,,19,30,,
T,2021-01-07 15:25:49,43.57593089,3.95746496,11,57.511,,0.000,,17,30,,
T,2021-01-07 15:25:50,43.57593091,3.95746497,11,57.511,,0.000,,18,30,,
T,2021-01-07 15:25:51,43.57593091,3.95746498,11,57.506,,0.000,,19,30,,
T,2021-01-07 15:25:52,43.57593091,3.95746498,11,57.505,,0.000,,19,30,,
T,2021-01-07 15:25:53,43.57593092,3.95746498,11,57.506,,0.000,,19,30,,
T,2021-01-07 15:25:54,43.57593091,3.95746497,11,57.510,,0.000,,20,30,,
T,2021-01-07 15:25:55,43.57593092,3.95746495,11,57.512,,0.000,,20,30,,
T,2021-01-07 15:25:56,43.57593092,3.95746494,11,57.512,,0.000,,20,30,,
T,2021-01-07 15:25:57,43.57593094,3.95746496,11,57.509,,0.000,,20,29,,
T,2021-01-07 15:25:58,43.57593094,3.95746498,11,57.505,,0.000,,21,29,,
T,2021-01-07 15:25:59,43.57593095,3.95746498,11,57.505,,0.000,,20,29,,
T,2021-01-07 15:26:00,43.57593095,3.95746498,11,57.501,,0.000,,20,29,,
T,2021-01-07 15:26:01,43.57593096,3.95746499,11,57.498,,0.000,,20,29,,
T,2021-01-07 15:26:02,43.57593096,3.95746500,11,57.498,,0.000,,21,29,,
T,2021-01-07 15:26:03,43.57593097,3.95746500,11,57.500,,0.000,,21,29,,
T,2021-01-07 15:26:04,43.57593097,3.95746499,11,57.496,,0.000,,20,29,,
T,2021-01-07 15:26:05,43.57593098,3.95746498,11,57.494,,0.000,,20,29,,
T,2021-01-07 15:26:06,43.57593099,3.95746499,11,57.487,,0.000,,20,29,,
T,2021-01-07 15:26:07,43.57593100,3.95746499,11,57.486,,0.000,,20,29,,
T,2021-01-07 15:26:08,43.57593101,3.95746500,11,57.484,,0.000,,18,29,,
T,2021-01-07 15:26:09,43.57593101,3.95746500,12,57.481,,0.000,,16,29,,
T,2021-01-07 15:26:10,43.57593101,3.95746500,11,57.484,,0.000,,18,29,,
T,2021-01-07 15:26:11,43.57593104,3.95746492,11,57.490,,0.000,,19,29,,
T,2021-01-07 15:26:12,43.57593105,3.95746488,11,57.490,,0.000,,20,29,,
T,2021-01-07 15:26:13,43.57593106,3.95746486,11,57.493,,0.000,,21,29,,
T,2021-01-07 15:26:14,43.57593106,3.95746487,11,57.494,,0.000,,21,29,,
T,2021-01-07 15:26:15,43.57593106,3.95746487,11,57.496,,0.000,,21,29,,
T,2021-01-07 15:26:16,43.57593106,3.95746488,11,57.500,,0.000,,21,29,,
T,2021-01-07 15:26:17,43.57593106,3.95746490,11,57.499,,0.000,,21,29,,
T,2021-01-07 15:26:18,43.57593106,3.95746492,11,57.501,,0.000,,19,29,,
T,2021-01-07 15:26:19,43.57593106,3.95746494,11,57.501,,0.000,,19,29,,
T,2021-01-07 15:26:20,43.57593106,3.95746495,11,57.505,,0.000,,19,29,,
T,2021-01-07 15:26:21,43.57593106,3.95746497,11,57.502,,0.000,,19,29,,
T,2021-01-07 15:26:22,43.57593105,3.95746496,11,57.504,,0.000,,19,29,,
T,2021-01-07 15:26:23,43.57593106,3.95746497,11,57.506,,0.000,,19,29,,
T,2021-01-07 15:26:24,43.57593106,3.95746497,11,57.508,,0.000,,17,29,,
T,2021-01-07 15:26:25,43.57593107,3.95746498,11,57.511,,0.000,,18,29,,
T,2021-01-07 15:26:26,43.57593108,3.95746500,11,57.509,,0.000,,19,29,,
T,2021-01-07 15:26:27,43.57593108,3.95746501,11,57.514,,0.000,,19,29,,
